document_index,document_text,generated_keyphrases
19,"@user it's free with insurance because of Obamacare, which trump wants to repeal 🙃","informational, political opinion, support for Obamacare, criticism of Trump, sarcastic tone, healthcare policy discussion, repeal of Obamacare, positive view of insurance coverage, skepticism about political motives, humor or sarcasm"
20,Pelosi Challenger Brings ‘Industrial Midwest’ Perspective,"political challenge, Midwest perspective, industrial region focus, electoral competition, Democratic primary, regional political issues, industrial economy, Midwestern voters, political campaigning, candidate platform, electoral strategy, labor and industry concerns, regional political identity, campaign messaging, political rivalry"
21,"are you gonna say ""suck it bitch"" to the people he mass deported? the people who've been terrorized by drone strike…","anger, resentment, frustration, outrage, indignation, disapproval, condemnation, sympathy for victims, criticism of authority, call for justice"
22,Can someone tell me where I can get a good red eyeshadow from?? (Not animal testing brands pls x),"seeking red eyeshadow, looking for cruelty-free makeup, interested in animal-friendly brands, asking for makeup recommendations, desire for specific eyeshadow color, concern about animal testing, beauty product inquiry, makeup shopping question, preference for ethical brands, searching for cosmetic options"
23,These Formula racing champs use 3D printing as a key part of their racing strategy. It's the perfect tool with only…,"innovation in racing, technological advancement, competitive edge, cutting-edge technology, performance enhancement, race strategy, 3D printing in motorsport, engineering innovation, speed and precision, team innovation, race car customization, technological innovation in sports, motorsport technology, advanced manufacturing, race team strategy"
24,"@user sadly, Putin has won big time over the past 10-15 years. His biggest triumph being the election of his proxy @user","disappointment, resentment, frustration, disillusionment, concern about political influence, criticism of leadership, suspicion of election integrity, distrust in democracy, disapproval of authoritarianism, worry about foreign interference"
25,US Airstrikes Hit 34 Daesh Fighting Positions Near Libya's Sirtehttps://t.co/E2aJFRljJx#Libya #News,"news, military action, US airstrikes, Libya conflict, Daesh combat, military escalation, regional security, counterterrorism, Libya news, international intervention"
26,watching Michael Moore in TrumpLand on @user,"political commentary, critique of Donald Trump, documentary viewing, Michael Moore's perspective, satirical tone, social critique, media analysis, political activism, film review, public opinion on Trump"
27,"*** COURTESY POST - URGENT - RESCUE ONLY ***In danger of euthanasia, rescue needed NOW. Spalding County is in...","urgent rescue request, animal in danger of euthanasia, immediate rescue needed, animal rescue appeal, urgent animal rescue, emotional plea for help, animal welfare emergency, rescue urgency, compassionate appeal, animal in crisis"
28,@user @user oh my godddd!@@@,"excitement, surprise, enthusiasm, joy, amusement"
29,"@user @user I hope this isn't another attempt to get a 300 hitter from the National League who now hits 220 Tai wins Cy young, ew","hopefulness, disappointment, sarcasm, frustration, skepticism, disillusionment, criticism of sports performance, doubt about player achievements, disapproval of sports commentary"
30,Omg I love Jill Scott why am I just now watching #ThankYouObama 😭,"excitement, admiration, love for Jill Scott, gratitude, emotional response, surprise, appreciation, enthusiasm, positive sentiment, celebration"
31,"@user I'm still hype af for Berseria, Persona 5 and FFXV!","excitement, enthusiasm, hype, anticipation, positive emotion, gaming enthusiasm, favorite game excitement, game fandom, enthusiastic gaming community"
32,"If their great-grandfathers who fought in WWII could see alt-rightists applauding ""Hail Trump,"" they'd give them such an ass-kicking...","disapproval of alt-right, criticism of political extremism, nostalgia for WWII veterans, disapproval of racist slogans, condemnation of hate speech, concern about political polarization, disapproval of fascist gestures, anger towards alt-right supporters, disapproval of racist applause, disapproval of hate symbols"
33,.@PeterMonPhotog on #Periscope: Black lives matter protest continues,"support for Black Lives Matter, protest activism, social justice movement, racial equality advocacy, civil rights demonstration, community solidarity, peaceful protest, racial justice awareness, social activism, human rights advocacy"
34,Free use-case based #DeepLearning course with #TensorFlow at @user #BigData…,"educational, informative, motivational, enthusiastic, encouraging, promotional, tech-savvy, innovative, collaborative, learning-oriented"
35,Soz but u can't protest against animal testing if you eat meat & dairy. Laboratories are like a vacation compared to meat & dairy farms.,"criticism of animal testing protests, ethical inconsistency, animal rights advocacy, veganism and animal cruelty, moral contradiction in diet choices, comparison of laboratory and farm conditions, advocacy for animal welfare, ethical debate on meat consumption, criticizing hypocrisy in animal rights activism, awareness of animal suffering in food industry, call for consistent ethical standards"
36,Steve Bannon Should Stay out of White House: Attorneys,"disapproval of Steve Bannon, concern about Bannon's involvement in White House, attorneys advise against Bannon's participation, political controversy surrounding Bannon, legal advice on Bannon's role, restrictions on Bannon's political activities, public opinion on Bannon's influence, emotional tone of disapproval or caution, tension between Bannon and White House, legal and political concerns about Bannon"
37,"And in my defense, I said Marcelo out of reflex but clarified that Cristiano Ronaldo dos Santos Aveiro is actually the best.","defense, reflex response, comparison of football players, Cristiano Ronaldo appreciation, Marcelo mention, sports rivalry, player endorsement, confidence in Ronaldo, justification of opinion, sports debate"
38,"Even after the 4th time watching #FantasticBeasts, I still teared up at the John Williams opening scores. Such a cry baby 😭","nostalgia, emotional attachment, joy, sentimentality, appreciation for music, tearfulness, emotional response to film, fondness for the movie, appreciation for John Williams' score, emotional nostalgia"
39,"@user Never will let - via the reluctance influx of robbed by Poroshenko Ukrainian, where millions of families live on $ 40 a month","frustration with economic hardship, discontent with political leadership, anger towards Poroshenko, sympathy for struggling families, criticism of government policies, concern about poverty levels, disillusionment with political situation, resentment towards economic inequality, hopelessness about future prospects, anger at corruption or mismanagement"
40,"There could be a thousand more Hairspray remakes, and I will still like the one with Zac Efron better.","nostalgia, preference for original, admiration for Zac Efron, loyalty to favorite version, positive sentiment towards Hairspray, personal attachment to specific remake, favoritism, appreciation for Zac Efron's portrayal, sentimentality, enthusiasm for original content"
41,"The same people (leftists) who fought for women and gays, wanna allow the risk of terrorist migration in this country that kills them.","anger, frustration, disapproval of immigration policies, criticism of political stance, concern about national security, opposition to leftist policies, fear of terrorism, discontent with social justice movements, suspicion of political motives, worry about safety of marginalized groups, resentment towards political opponents"
42,#Solar-powered #water #supply #project #commissioned in #Yemen,"pride in renewable energy development, hope for improved water access, celebration of infrastructure progress, optimism about sustainable solutions, relief from water scarcity, enthusiasm for technological advancement, commitment to environmental sustainability, community empowerment through infrastructure, positive outlook on development projects"
43,@user @user @user Loyalty's V.important 2.Dems GOPe Press all working against him. Mitt foreign policy vision diff.,"frustration with political opposition, concern about loyalty and importance, criticism of political parties, disapproval of press coverage, disagreement on foreign policy vision, political tension and conflict, partisan rivalry, perception of bias against a political figure, highlighting differences in foreign policy approaches"
44,@user they have some bad hombres working tonight?,"sarcasm, humor, criticism, disapproval, informal tone, questioning authority, social commentary"
45,Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,"celebration of National Fast Food Day, expressing happiness, desire for McDonald's food, mention of McDelivery service, fondness for Shrimp Burgers, nostalgia for Seoul's fast food, enthusiasm for favorite fast food, joyful mood, food craving, social media celebration"
46,Google Earth joins the VR revolution letting you wander the world in 3D:,"excitement about technological innovation, enthusiasm for virtual reality advancements, curiosity about immersive experiences, interest in geographic exploration, anticipation of new features in Google Earth, joy of discovering new places virtually, fascination with 3D mapping technology, optimism about VR's potential in education and travel, wonder at virtual world exploration, happiness related to technological progress"
47,#Buzzfeed is using #BIGOTED #ReligiousTest! #ChipGaines #JoannaGaines #HGTV #Christian,"criticism of Buzzfeed, religious intolerance, bigotry accusations, religious testing, controversy involving Chip Gaines, Joanna Gaines controversy, HGTV programming, Christian identity in media, social media outrage, religious discrimination"
48,Marine Le Pen: Facts about the French far-right leader,"neutral informational tone, political biography, factual description, biographical overview, French politics, far-right politics, Marine Le Pen profile, political leadership, public figure, political ideology, election campaigns, party affiliation, policy positions, public perception, media coverage"
49,@user I'm voting for Tim Duncan,"supporting Tim Duncan, expressing political support, showing allegiance to Tim Duncan, supportive statement, positive sentiment towards Tim Duncan, endorsement of Tim Duncan, favoring Tim Duncan, expressing admiration for Tim Duncan"
50,@user Everyone knows that vegetarianism is synonymous with wellness! 🙄,"sarcastic tone, skepticism about vegetarianism, questioning health claims, humor or sarcasm, criticism of wellness stereotypes"
51,Representing in the @user for my peeps. #brownandproud #bad-hombres #thanksgiving,"pride, celebration, gratitude, community, identity, cultural pride, thankfulness, social connection, self-expression, festivity"
52,67.4 kg gold missing from Delhi airport in 7 months - via,"theft of gold at Delhi airport, gold theft incident, missing gold at airport, airport security breach, gold smuggling, unauthorized removal of gold, airport theft investigation, gold theft in transit, gold security lapse, Delhi airport crime, gold theft report, airport cargo theft, gold smuggling case, loss of gold assets, criminal activity at airport"
53,#Prophet #Muhammad was treating every one of his #companions as if he most #beloved one to him. #Ep06_,"affection, compassion, love, respect, empathy, kindness, leadership, humility, spirituality, companionship, emotional warmth, dedication, trust, devotion, emotional connection"
54,Shame on #Barcelona fans for #homophobia displayed towards @user #RainbowLaces…,"disapproval of homophobia, criticism of Barcelona fans, condemnation of discriminatory behavior, support for LGBTQ+ rights, advocacy against homophobia in sports, disapproval of fan misconduct, promoting inclusivity in football, condemnation of hate speech, support for Rainbow Laces campaign, anger towards homophobic actions"
55,#airbnb trips seems good #trips #uber…,"positive anticipation, excitement about travel, interest in travel planning, enthusiasm for trip experiences, appreciation for travel services"
56,"If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED…","enthusiasm for teaching, motivation to engage students, positive attitude towards learning, encouragement for innovative teaching, belief in student engagement, passion for education, desire to make learning exciting, commitment to student success, optimism about teaching methods, inspiration for educational creativity"
57,@user she plans to rig the recount...so the Trump admin better be ahead of this. Even Obama didn't want her to do it.,"suspicion of election rigging, concern about election integrity, political distrust, anticipation of recount controversy, criticism of political figures, suspicion of electoral manipulation, fear of unfair election practices, disapproval of election processes, political tension, skepticism towards election outcomes"
58,@user When are we going to sign Mr. @user to his extention? Let's get it done!,"anticipation, urgency, excitement, determination, hopefulness, confidence"
59,@user @user @user @user @user The NeoFascist Conservatives all cling to the fact that...,"political criticism, neo-fascist ideology, conservative ideology, political frustration, anger towards conservatives, disapproval of neo-fascism, political activism, social commentary, political outrage, critique of right-wing politics"
60,Why does everything need a #remake?  Enjoy the #classics!  #BeautyandtheBeast #TheBradyBunch,"nostalgia, discontent with remakes, appreciation for classics, romanticizes original works, skepticism towards remakes, love for classic movies, desire for original content, appreciation for timeless entertainment, criticism of modern adaptations, fondness for vintage media"
61,The Democrats are behind the Anti Trump protests that turn into Riots.There Parents must be pleased with how they raised there Children.,"political criticism, anti-Trump sentiment, protest and riot commentary, parental pride, sarcastic tone, political bias, social commentary, disapproval of protests, support for Trump, judgment of parenting, political polarization, anger towards protesters, disapproval of violence, satirical tone"
62,Trump says to #draintheswamp but fills his cabinet with fucking Swamp Things,"political criticism, disillusionment with government, sarcasm about political promises, disapproval of cabinet appointments, frustration with political corruption, skepticism towards political slogans, anger at political hypocrisy, discontent with political leadership, cynicism about political change, mockery of political rhetoric"
63,75 percent of #Trump voters want to accelerate the growth of #clean #energy. #frackinghttps://t.co/LGmdweMk8q,"support for clean energy, positive attitude towards energy development, interest in environmental initiatives, trust in energy policies, optimism about energy growth, alignment with renewable energy goals, favorable view of fracking, enthusiasm for energy innovation, hope for sustainable energy future, patriotism related to energy independence, confidence in energy industry"
64,Using #homeopathy to heal #PneumoniaInDogs is quick & economical #NaturalDogs #HolisticDogs,"hopeful, optimistic, natural healing, holistic approach, trust in alternative medicine, concern for pet health, desire for quick recovery, cost-effective treatment, animal wellness, natural remedies for dogs"
65,@user Yikes! Turnbull Gov to introduce voter registration licenses. 😉,"surprise, concern, political change, voter registration, government policy, skepticism, informal tone, potential controversy, government announcement, public reaction"
66,"@user Imagining a credible threat, can they force him to sit down for the briefing? ""Look son, some bad hombres wanna get you...""0","threatening tone, intimidation, fear, concern for safety, urgency, anxiety, protectiveness, tension, worry about danger, seriousness of situation"
67,White-collar supremacy is CODE used by liberal fascists for People who Work for Living in a Real Job #pjnet #trump #tcot #UniteBlue #p2,"criticism of white-collar workers, accusation of liberal fascism, political bias against working people, use of derogatory code language, expression of anti-liberal sentiment, frustration with political labels, perception of elitism in politics, discontent with socio-economic class distinctions, anger towards political groups, perception of injustice towards workers"
68,#Tigers #Memorabilia 2013 DETROIT TIGERS TICKET LOT OF 3 vs WHITE SOX CABRERA VERLANDER VGC L@@K! #Vintage #Sports,"enthusiasm for sports memorabilia, nostalgia for vintage sports items, excitement about Detroit Tigers collectibles, interest in baseball ticket collections, appreciation for Tigers players like Cabrera and Verlander, passion for baseball history, collector's enthusiasm for sports memorabilia, celebration of Tigers team achievements, interest in vintage sports merchandise, enthusiasm for baseball game tickets"
69,"If the Community Spouse Dies Before the #Medicaid Recipient, Can #Medicaid Collect from the - via @user","emotional concern, uncertainty, anxiety about legal implications, worry about financial consequences, confusion about Medicaid policies, interest in legal rights, curiosity about estate matters, concern for family welfare, fear of unexpected expenses, hope for clarity, frustration with complex regulations"
70,It's a good day to watch #ThisIsUs and #Insecure,"positive mood, relaxation, enjoyment, anticipation of entertainment, happiness, leisure activity, casual enjoyment, contentment, self-care, entertainment anticipation"
71,Watch Tesla Model S P85D’s instant speed avoid a potential rear-end collision,"surprise, excitement, admiration, awe, interest, curiosity, apprehension, concern, relief, anticipation"
72,"Positive news - #France to enforce labeling of products produced in illegal #settlements, etc.: #Palestine #Israel","positive news, product labeling, illegal settlements, France policy, Palestine, Israel, international regulation, consumer awareness, ethical sourcing, political development"
73,@user Direct Contact! Tell the Electoral College why they must invoke Emergency Safety Measures #NotMyPresident,"urgent appeal to Electoral College, call for emergency safety measures, political protest, dispute over election results, demand for electoral intervention, emotional plea for safety, anti-presidential sentiment, activism against election outcome, concern for national security, call to action for democracy"
74,@user UN SecurityCouncil to vote on a resolution for a 7day ceasefire in northern Syrian city of Aleppo&unhindered humanitarian aid access,"hope for peace, desire for ceasefire, concern for Aleppo civilians, call for humanitarian aid, advocacy for conflict resolution, urgent need for humanitarian access, international diplomatic efforts, peaceful resolution of conflict, humanitarian crisis in Aleppo, security council intervention, hope for end to violence, advocacy for vulnerable populations, call for immediate ceasefire"
75,Its getting really hard to not spoil Persona 5 for myself,"anticipation, excitement, frustration, self-control challenge, interest in Persona 5, desire to avoid spoilers, curiosity, impatience, enthusiasm, conflict between patience and curiosity"
76,I liked a @user video Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO),"positive sentiment, enjoyment, appreciation, humor, support for LGBTQ+ rights, entertainment appreciation, interest in social issues, approval of content, amusement, celebration of diversity"
77,@user @user @user So much for her preaching to Trump to accept the outcome 🙄 & peaceful transition of power.,"disappointment, sarcasm, criticism of hypocrisy, disillusionment, frustration with political discourse, skepticism about sincerity, disapproval of double standards, cynicism towards leadership, discontent with political integrity, distrust in political promises"
78,Caught on camera: 3 Muslims seem to start fire outside a Jewish village near #Jerusalem...,"anger, violence, hate crime, religious intolerance, conflict, tension, aggression, discrimination, racial hostility, prejudice, fear, threat, provocation, animosity, conflict escalation"
79,VAMOS #LM10 No one can hold you down. If you really want it.Just steal your destiny.Right from the hands of fate🙌…,"empowerment, determination, motivation, self-confidence, resilience, taking control, fighting fate, aspiration, inspiration, encouragement"
80,"35 years ago, Rollie Fingers wins the AL Cy Young and MVP awards - becoming the first ever baseball reliever to win…","celebration of achievement, nostalgia for past accomplishments, admiration for sports excellence, recognition of historic sports milestones, appreciation of athletic success, celebrating perseverance and talent, honoring sports legends, inspiration from sports history, reverence for baseball history, pride in sports achievements"
81,What is it with the Alt-Right Nazi-squad disliking Romney? Get over it.,"frustration with political groups, disapproval of online hostility, criticism of Alt-Right attitudes, anger towards Nazi-squad behavior, dismissal of political disagreements, call for tolerance, discontent with extremist views, skepticism about political conflicts, irritation with online hate, desire for unity in politics"
82,"Awesome, baby!","excitement, enthusiasm, happiness, joy, positive emotion, celebration, cheerfulness, enthusiastic approval"
83,@user @user @user @user many didn't vote GOP because they wanted a plan for social security and jobs.,"disappointment with political parties, desire for social security reform, concern about job creation, disillusionment with GOP policies, hope for social security plan, frustration with political inaction, advocacy for social security and jobs, political dissatisfaction, voter frustration, hope for policy change"
84,Top story: TekUniverse Slashes Prices On The DreamCreator 3D Printing Pen For T… see more,"excited, enthusiastic, informative, promotional, sales announcement, product promotion, discount offer, technology update, creative hobby, DIY crafting, innovative technology, affordable pricing, special deal, new product launch, maker community, 3D printing technology"
85,Leonard Cohen on Kurt Cobain’s Nirvana lyric name-check: ‘I’m sorry I couldn’t have spoken to the young man’,"regret, remorse, respect, nostalgia, admiration, mourning, reflection, sorrow, empathy, tribute, lament, condolence, honor, sadness, reverence"
86,** Black Friday News **Trump win helps Le Pin in France?Trump transition reportGiuliani or Romney?Aretha sings!https://t.co/usyDFCzONv,"celebration, optimism, anticipation, political excitement, news update, celebratory tone, hopefulness, interest in politics, enthusiasm, positive outlook"
87,Phrenology meets deep learning. Precog here we come. If we could apply the test to all politicians & CEOs...https://t.co/xNywkS60Yd,"optimism about technology, hope for predictive analytics, interest in combining traditional and modern methods, enthusiasm for AI applications, curiosity about future capabilities, playful speculation about politics and business, anticipation of advancements in deep learning, interest in psychological profiling, enthusiasm for innovative research, lighthearted tone about technology"
88,Top Reasons Why You Should Visit Israel - Voyager @user #Israel #Travel #Vacation #FamilyTravel #Jerusalem,"Travel enthusiasm, Cultural curiosity, Adventure seeking, Family vacation planning, Historical interest, Spiritual exploration, Travel inspiration, Tourism promotion, Cultural appreciation, Travel excitement"
89,@user hope you truly enjoyed your ride in our #Tesla model S today! #ev #cleanair #London,"hope, enjoyment, satisfaction, happiness, excitement, pride in eco-friendly technology, positive experience, enthusiasm for electric vehicles, appreciation for clean air, celebration of sustainable transportation"
90,"🚨It's about time💥Dana Milbank: Time For Pelosi, Senior Democrats to Step Down via @user","call for leadership change, criticism of senior Democrats, urgency for political renewal, discontent with current leadership, demand for new leadership, political dissatisfaction, call for Pelosi's resignation, desire for generational change, frustration with Democratic leadership, advocacy for leadership transition, political upheaval"
91,"sickening #YPG /PKK alliance with #Hezbollah terrorists, yet #US still arms YPG to the teeth and even support them with Special forces #fail","disapproval of YPG/PKK alliance with Hezbollah, criticism of US support for YPG, condemnation of terrorist alliances, anger towards US military aid to YPG, frustration with international alliances involving terrorists, disapproval of terrorist group collaborations, concern over US foreign policy decisions, disgust at perceived betrayal by US allies, opposition to armed support for terrorist groups, alarm over regional security and alliances"
92,Malak al-Khatib: Symbol of Palestinian childhood denied via @user #gaza #palestine #israel #BDS #jerusalem,"symbol of Palestinian childhood, denial of childhood rights, Palestinian suffering, Gaza conflict, Palestinian identity, Israeli-Palestinian conflict, social injustice in Palestine, hope and resilience, political activism, human rights concerns"
93,"@user an outdtanding PM who has provided stability, a surplus, some of best growth stats in OECD, & supported gay marriage #respect","positive evaluation of a political leader, appreciation for leadership stability, recognition of economic growth, support for social equality, endorsement of gay marriage, respect for political achievements, praise for economic surplus, admiration for growth statistics, positive sentiment towards policy stability, support for social justice"
94,Saakashvili followed Savchenko has passed a drug test live: #news #Russia,"surprise, confusion, curiosity, skepticism, interest, uncertainty, concern, intrigue, disbelief, amusement"
95,"@user says ""In 2007 The #UnitedStates of #America voted the wrong way on genocide in the #UnitedNations ""","disapproval of US voting behavior, criticism of US foreign policy, disappointment with US in 2007, condemnation of US stance on genocide, frustration with US at the UN, anger towards US decision, disapproval of international actions by the US, discontent with US government choices, disapproval of US in global affairs, disappointment in US leadership"
96,"Ethics by Nielsen ratings! Was there already a @user episode about this, or am I thinking The Running Man?…","curiosity, confusion, nostalgia, critique of media ethics, reference to television ratings, comparison to The Running Man, questioning media practices, interest in ethical issues, pop culture references, media skepticism"
97,That's beautiful ❤ #BeautyAndTheBeast,"admiration, appreciation, affection, positive emotion, beauty appreciation, love, joy, delight, enthusiasm, sentimentality"
98,@user Liberals having no knowledge of who their speaking to parroting what @user tells them. Here's what you…,"frustration, disapproval, criticism of liberals, perceived ignorance, sarcasm, political bias, anger, disdain, mockery, contempt"
99,Arm urselves becuz no 1 else here will save u.My 71yo dark-skinned nonwhite mom's new gun 2 be ready 4 pick up on…,"warning, threatening tone, self-defense, fear, preparedness, protective instinct, anger, anxiety, vigilance, paranoia"
100,That Westworld finale was so good! Hoping we don't have to wait too long for Season 2...,"excitement, enthusiasm, anticipation, appreciation, positive sentiment, hopefulness, satisfaction, interest in future episodes"
101,#DnvrPolitics Minimum Wage,"political discussion, minimum wage debate, economic policy, labor rights, income inequality, living wage, worker rights, economic justice, political activism, wage legislation"
102,"@user @user Little early for valentines, but I'll take it! <3","playful, affectionate, romantic, lighthearted, flirty, positive, enthusiastic, appreciative"
103,@user Grayson Allen is a better fit for you guys,"positive opinion, supportive tone, recommendation, praise for Grayson Allen, confidence in choice, encouragement, approval, optimism about fit, enthusiasm, affirmation"
104,Thanksgiving was great and now today is second thanksgiving for me and my fam!,"gratitude, celebration, happiness, family togetherness, festivity, joy, thankfulness, special occasion, positive emotion, holiday spirit"
105,Join me in supporting Foster Campbell via @user #UniteBlue #LibCrib,"supporting Foster Campbell, political endorsement, campaign support, social media activism, progressive politics, unite blue movement, liberal community support, political campaigning, online political support, fostering political change"
106,Im still trying to get over Leonard Cohen dying. He was fucking awesome.,"grief, mourning, admiration, nostalgia, loss, respect, sadness, appreciation, heartfelt emotion, tribute"
107,Am apreciat un videoclip pe @user Cristiano Ronaldo ► Magic Goals 2016/17 Skills & Goals |HD|,"appreciation, admiration, enthusiasm, excitement, positive sentiment, celebration of skills, enthusiastic viewing, appreciation for Cristiano Ronaldo, enjoyment of football skills, highlighting impressive goals"
108,My Grandmother would kill the #mannequinchallenge....she's dead #RIP,"humor, sarcasm, dark humor, nostalgia, playfulness, irony, affectionate teasing, memorial sentiment, lightheartedness"
109,(There's a better chance of Logan Verrett winning a Cy Young than there is of me ever wanting my family to do  the mannequin challenge),"humor, sarcasm, disapproval, disinterest, lightheartedness, self-deprecation, competitive spirit, joking tone, casual attitude"
110,"I'm thankful for all of the nasty women, bad hombres and various other sub groups fighting for my rights and the...","gratitude, appreciation, support for activism, acknowledgment of social movements, empowerment, political engagement, feminist support, advocacy for rights, social justice awareness, solidarity with marginalized groups"
111,@user D.Rose taking a page out of Tim Duncan's book off the glass in the clutch #KNICKSonMSG,"admiration, respect, inspiration, celebration, excitement, pride, motivation, appreciation, enthusiasm, team spirit"
112,@user nasty and offensive - assumes a foreigner DID take a local job...and says nothing about failure to enforce minimum wage,"anger, disapproval, criticism, frustration, accusation, discontent, resentment, condemnation, mistrust, disparagement"
113,@user @user And it's why their first order of business will be to put major voter suppression in place nationwide.,"anger, disapproval, concern about voter suppression, political criticism, frustration with election integrity, worry about democracy, suspicion of malicious intent, cynicism towards political motives, alarm over voting rights, skepticism about government actions"
114,Remarkable. Expert who investigated death of Litvinenko 'killed himself' after trip to Russia @user,"surprise, disbelief, skepticism, irony, sarcasm, criticism of investigation, distrust in authorities, conspiracy theories, mistrust of official reports, doubt about self-harm claim, questioning motives, allegation of cover-up, cynicism, disapproval, concern about justice"
115,"Senate Dems need to use the filibuster wisely, but definitely use it for Obamacare and Medicare and School Privitization.","political advocacy, support for filibuster, opposition to school privatization, defense of Obamacare, defense of Medicare, partisan politics, legislative strategy, democratic priorities, policy opposition, government intervention"
