document_index,document_text,generated_keyphrases
33,@user There isn't even a proper correlation because almost all of the decline in deaths&complications occurred BEFORE the vaccines,"skepticism about vaccine effectiveness, doubt regarding vaccine impact on mortality, questioning correlation between vaccines and decline in deaths, concern over timing of decline in health complications, distrust in vaccine-related data, criticism of vaccine efficacy claims, highlighting pre-vaccine decline in health issues, challenging assumptions about vaccine influence, expressing doubt about vaccine role in health improvements, cynicism towards public health narratives"
34,"Poorly implemented app can be exploited to locate, unlock and steal a Tesla Model S","concern about app security, fear of vehicle theft, worry over technological vulnerabilities, anxiety about hacking risks, app exploitation threat, privacy invasion risk, security breach concern, vehicle safety vulnerability, cybersecurity threat to cars, trust in app security"
35,"She doesn't care though, she says next year she's eligible for Medicaid.","indifference, detachment, apathy, disinterest, resignation, hopefulness about future benefits, skepticism about current situation, anticipation of assistance, lack of concern, future-oriented optimism"
36,no building or street or school will named after Fidel Castro in Cuba. That is Fidel's wish.@_cosatu @user @user @user #fidelcastro.,"disapproval of honoring Fidel Castro, disapproval of naming buildings after Fidel Castro, expression of Fidel Castro's wishes, political statement about Cuba, social media commentary on Fidel Castro, opposition to memorials for Fidel Castro, criticism of honoring Fidel Castro, Cuba's stance on memorials for Fidel Castro, public sentiment against naming places after Fidel Castro, commentary on Fidel Castro's legacy"
37,"@user Federal offices as POTUS ""NEED FEDERAL REGULATIONS, NOT STATE LAWS""~This needs to change to federal rules!","advocacy for federal regulations, desire for federal authority over state laws, call for policy change, emphasis on federal governance, criticism of state laws, support for federal regulations, political activism, government policy reform, federal vs. state jurisdiction debate, advocacy for uniform regulations"
38,More creepy Elton John info. #pizzagate #pedofiles #pedophiles #coverup,"conspiracy theory, accusation of misconduct, suspicion of cover-up, allegation of pedophilia, creepy or disturbing content, discussing public figures negatively, promoting conspiracy hashtags, allegations against celebrities, paranoia or distrust in authorities, sensationalism"
39,Why tf are tanks at a black lives matter protest but they nowhere to be found when the kkk is celebrating trump's v…,"anger, frustration, disapproval, outrage, political criticism, social injustice concern, racial tension, protest dynamics, government response critique, public safety concerns"
40,@user I wish to be there lovely bro Sami💐Wishing you a successful wonderful and concert in Dubai lots of love…,"well-wishing, positive sentiment, supportive, encouragement, affectionate, celebratory, good luck, love and affection, friendship, congratulations, happiness, optimism"
41,.@PeterMonPhotog on #Periscope: Black lives matter protest continues,"support for Black Lives Matter, protest activism, social justice movement, racial equality advocacy, civil rights demonstration, community solidarity, peaceful protest, racial justice awareness, social activism, human rights advocacy"
42,"@user @user oh, and Hillary most likely didn't win the popular vote, considering how many illegal votes were casted","disbelief, suspicion of election integrity, distrust in electoral process, accusation of voter fraud, skepticism about election results, political frustration, discontent with election outcomes, concern over election legitimacy, anger towards electoral system, distrust in voting fairness"
43,As does the $$ the Secret Service must pay to fly on Trump planes to protect Melania & the kids.,"financial expense, government spending, security costs, protective services, presidential security, Trump administration, family protection, public expenditure, political commentary, cost of security"
44,"Medical marijuana is legal in majority of America, yet veterans get no guidance thanks to VA policy…","frustration with VA policy, disappointment over lack of guidance, advocacy for medical marijuana access, concern about veterans' health rights, policy gaps in veteran healthcare, advocacy for medical cannabis legalization, discontent with healthcare policies, hope for policy change, awareness of legal status of medical marijuana, veterans' rights and healthcare"
45,A Bronx Tale of Deplorables. .#PenceMusical,"sarcastic tone, political critique, humor or satire, disapproval of political figures, reference to Bronx Tale, commentary on deplorables, musical or theatrical reference, possible satire of Pence, cultural commentary, political humor"
46,@user HBO hun...the show is really good. Get read to have Melania Trump facial expression for like three episodes though😂,"positive opinion, enthusiasm for the show, anticipation of emotional reactions, humor or sarcasm, reference to Melania Trump's facial expressions, lighthearted tone, entertainment commentary, casual commentary"
47,Steve Bannon Should Stay out of White House: Attorneys,"advice for Steve Bannon, legal opinion on Bannon's involvement, attorneys' recommendation, Bannon's role in White House, political commentary, legal advice regarding political figures, Bannon's influence on White House, attorneys' stance on Bannon, political controversy involving Bannon, White House personnel decisions"
48,#humanrights #UnitedNations Palestinian capable of overcoming aches to help humanitarian aids!,"hope, resilience, humanitarianism, solidarity, determination, empathy, compassion, unity, aspiration, support, peace, hopefulness, courage, commitment to human rights"
49,I am so excited to see @user @user and @user on @user #GilmoreGirlsTop4 #FallonTonight,"excitement, happiness, enthusiasm, anticipation, joy, social connection, celebration, enthusiastic anticipation"
50,Review: Google Earth VR - VR Today Magazine (apparently remarkable achievement!) @user #VR,"positive review, enthusiasm, admiration, excitement, praise for innovation, recognition of achievement, interest in virtual reality, appreciation for technology, curiosity about VR experiences, enthusiastic endorsement"
51,@user I followed Pope Francis' Latin twitter. I don't speak Latin.,"curiosity, interest in religious figures, lack of language understanding, engagement with social media, exploration of Latin language, interest in Pope Francis, humor or irony about language barrier, personal curiosity, religious curiosity, social media activity"
52,"@user But,her sis was big in election,familyRall writers&ACexpert on digi media,so logical cd increase # s","family influence, political engagement, media expertise, logical reasoning, election involvement, family connections, digital media expertise, social influence, political campaigning, family dynamics"
53,"Pelosi, always one to reward failure, is trying to burden House Dems with Ben Ray Lujan as DCCC chair again. She's now incapable of learning","criticism of Nancy Pelosi, disapproval of political decisions, frustration with Democratic leadership, perception of rewarding failure, concern about House Democratic Committee leadership, discontent with political strategy, disapproval of Ben Ray Lujan's leadership, anger towards political figures, disillusionment with party management, skepticism about political effectiveness, cynicism towards political accountability"
54,"A Battle to Change Medicare Is Brewing, Whether Trump Wants It or Nothttps://t.co/SYFgzYscjy#uniteblue #notmypresident","political conflict, Medicare reform debate, opposition to Trump, healthcare policy controversy, social activism, political resistance, public dissatisfaction, government policy challenge, healthcare system change, political activism"
55,"The same people (leftists) who fought for women and gays, wanna allow the risk of terrorist migration in this country that kills them.","anger, frustration, disapproval of immigration policies, criticism of political stance, concern about national security, opposition to leftist policies, fear of terrorism, discontent with social justice movements, suspicion of political motives, worry about safety of marginalized groups, resentment towards political opponents"
56,DAPL doesn't effect a single cent of fossil fuels,"disapproval of DAPL, criticism of fossil fuel impact, environmental concern, opposition to pipeline projects, climate change awareness, energy policy debate, environmental activism, fossil fuel industry critique, pipeline controversy, environmental protection advocacy"
57,New on #Steemit: Cristiano Ronaldo all Luxury Cars,"excitement, admiration, luxury lifestyle, celebrity admiration, sports enthusiasm, wealth and success, fashion and style, aspiration, celebrity culture, motivation"
58,6. Vegetarianism is the best way to go,"positive attitude towards vegetarianism, advocacy for vegetarian lifestyle, promotion of plant-based diets, ethical considerations for animals, health benefits of vegetarianism, environmental concerns related to meat consumption, personal conviction about vegetarianism, encouragement to adopt vegetarian habits, belief in vegetarianism as the optimal choice, support for vegetarian dietary practices"
59,@user they have some bad hombres working tonight?,"sarcastic tone, mocking tone, humorous intent, political commentary, informal language, questioning tone, criticism of workers, lighthearted teasing"
60,Happy belated #NationalFastFoodDay!I want our #McDonalds with #McDelivery & #ShrimpBurgers like in #Seoul!  My fav…,"celebration of National Fast Food Day, expressing happiness, desire for McDonald's food, mention of McDelivery service, fondness for Shrimp Burgers, nostalgia for Seoul cuisine, enthusiasm for fast food, celebration of favorite foods, joyful mood, food craving"
61,The The Orlando #Python User Group meetup is hosting the Deep Learning with #Python on Monday after next. Be there:,"enthusiasm, excitement, invitation, interest in Python, interest in deep learning, community engagement, learning opportunity, upcoming event, tech meetup, professional development"
62,"@user anyways u can assume I & others have the best intentions & wouldnt advocate nonconsentual testing for anyone, human or animal","assurance of good intentions, advocacy for ethical testing, opposition to non-consensual testing, trust in ethical practices, commitment to consent, reassurance of moral stance, defense of humane treatment, emphasis on consent and ethics, trustworthiness in advocacy, support for ethical research methods"
63,@user Everyone knows that vegetarianism is synonymous with wellness! 🙄,"sarcastic tone, skepticism about vegetarianism, questioning health benefits, humor or sarcasm, criticism of wellness claims, light-hearted teasing, cynicism about dietary trends"
64,#native american sex pictures download porn mp4 anal fissure homeopathy,"explicit adult content, pornography, sexual activity, erotic material, adult entertainment, sexual explicitness, pornographic images, sexual content download, anal sex depiction, homeopathic remedies for anal fissure, health-related sexual content, adult video download, sexual health topics"
65,The New York Times doesn't even pretend to cover the news anymore. Where are their articles about anti-Trump riots?,"disillusionment with media, criticism of news coverage, perception of bias, frustration with journalism, concern about censorship, distrust in mainstream media, anger towards media outlets, perception of neglecting important events, skepticism about news objectivity, discontent with political reporting"
66,67.4 kg gold missing from Delhi airport in 7 months - via,"theft, loss of gold, airport security breach, gold smuggling, unauthorized removal, criminal activity, airport theft incident, gold theft investigation, Delhi airport security, missing gold case, illegal gold transfer, metal theft, airport cargo theft, gold smuggling attempt, security lapse at airport, criminal investigation, loss of valuable assets, unauthorized cargo handling, airport crime report, gold theft news"
67,"@user @user ...and by ""genocidal antisemites"" you mean Steve Bannon, right?#NotMyPresident","sarcasm, political criticism, accusation of antisemitism, disapproval of Steve Bannon, opposition to Donald Trump presidency, political sarcasm, social commentary, critique of right-wing figures, expression of political frustration, mockery of political figures"
68,"Rimmel Cosmetics, Avon and Cover Girl: You have got to stop making “cosmetics of cruelty”!","disapproval of animal cruelty in cosmetics, condemnation of cruelty in makeup products, advocacy for cruelty-free cosmetics, criticism of unethical cosmetic practices, support for cruelty-free beauty brands, call to stop animal testing in cosmetics, ethical concerns about cosmetic manufacturing, promotion of cruelty-free makeup options, anger towards unethical cosmetic companies, desire for humane cosmetic standards"
69,#Prophet #Muhammad was treating every one of his #companions as if he most #beloved one to him. #Ep06_,"love and compassion, empathy and kindness, respect and admiration, emotional closeness, affection for companions, spiritual leadership, personal connection, emotional warmth, devotion and care, positive regard"
70,He's already ENRICHING HIMSELF by charging SS TOP price @user Towers Melania should b forced 2 live @user when time,"enrichment, self-improvement, financial ambition, materialism, status seeking, social comparison, desire for recognition, elitism, discontent with current situation, aspiration for luxury, judgmental attitude, social hierarchy, material success, personal ambition, status symbols"
71,New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,"romantic attraction, flirtation, charm, romance, infatuation, admirer, courtship, romantic interest, affection, romantic pursuit"
72,The best holiday ever National Fast food day #NationalFastFoodDay   @user,"celebration of a holiday, joy and excitement, positive sentiment, enthusiasm for fast food, festive mood, gratitude for holiday experience, happiness and fun, appreciation of food culture, social sharing of celebration, lighthearted and cheerful tone"
73,"Comey’s letter swung public opinion, it would not have cost her the election. Voter suppression did that.","political opinion shift, public sentiment change, impact of Comey's letter, election outcome influence, voter suppression, electoral integrity, public trust in elections, political controversy, media influence on politics, electoral process criticism"
74,#airbnb trips seems good #trips #uber…,"positive anticipation, excitement about travel, interest in travel planning, enthusiasm for trip experiences, appreciation for travel services"
75,"If teachers are willing to make content wicked cool, students will be willing to engage in deep learning. #divergED…","enthusiasm for teaching, motivation to engage students, positive attitude towards learning, encouragement for innovative teaching, belief in student engagement, passion for education, desire to make learning exciting, commitment to student success, optimism about teaching methods, inspiration for educational creativity"
76,@user When are we going to sign Mr. @user to his extention? Let's get it done!,"urgency, excitement, determination, anticipation, assertiveness"
77,"@user @user @user Great, so how far will you comply? Just squeeze a little more gun control?Ban angled foregrips, fudd?","frustration, sarcasm, disapproval of gun control measures, skepticism about regulation effectiveness, anger towards gun control advocates, distrust of firearm regulations, concern over personal freedoms, criticism of specific firearm accessories, cynicism about legislative intentions, discontent with government policies, irritation with perceived overreach"
78,@user The Clinton Crime Foundation got everyone wanting to Pay to Play!,"criticism of political corruption, accusation of pay-to-play schemes, disapproval of the Clinton Foundation, allegation of unethical fundraising, political scandal, discontent with political integrity, suspicion of influence peddling, concern about corruption in philanthropy, distrust towards political figures, anger at perceived dishonesty"
79,Spirit of my silence i can hear you. But im afraid to be near you. #ThisIsUs 😍😍😍,"longing, fear of intimacy, emotional vulnerability, love and affection, nostalgia, hopefulness, emotional conflict, romantic desire, fear of closeness, sentimentality"
80,Why does everything need a #remake?  Enjoy the #classics!  #BeautyandtheBeast #TheBradyBunch,"nostalgia, discontent with remakes, appreciation for classics, romanticizes original works, skepticism towards remakes, love for classic movies, desire for original content, appreciation for beauty and nostalgia, positive sentiment towards classic films, criticism of modern remakes"
81,Booty Baby Ari#ArianaGrande #PrincessAri #bootybaby #DangerousWomanTour #DangerousWoman…,"celebration of Ariana Grande, expressing confidence and empowerment, promoting a music tour, highlighting sensuality and femininity, enthusiasm for pop culture, self-expression and identity, celebrating musical success, fandom enthusiasm, positive attitude towards music and performance"
82,Do you think the Trump administration will construct a wall on the Mexican border?,"curiosity, political interest, concern about immigration policies, anticipation of governmental actions, interest in border security, skepticism about political promises, hope for policy change, worry about border issues, interest in U.S.-Mexico relations, uncertainty about political outcomes, desire for clarity on immigration policies"
83,Dear President Trump I think you should mak Dr. Ben Carson assign to your cabinet as the US Surgeon  General instead of HUD.,"advising leadership appointment, political recommendation, support for Dr. Ben Carson, suggestion for cabinet position, advocacy for Surgeon General role, political opinion, recommendation to President Trump, interest in healthcare leadership, opinion on government appointments, support for specific candidate"
84,Happy Friday #sarahwaynecallies #prisonbreak #thewalkingdead #colonyusa,"celebration, happiness, excitement, positive mood, weekend anticipation, social sharing, pop culture enthusiasm, fan engagement, entertainment enthusiasm, casual joy"
85,This am my 8yo talks to me about 3D printing new airways for me. #hewillgoplaces #lovehimtopieces #TBM #justbreathe,"love and affection, pride in child's creativity, hope and optimism, gratitude for child's care, emotional connection, joy in shared interests, pride in child's ingenuity, positive family bond, supportive parent-child relationship"
86,#Tigers #Memorabilia 2013 DETROIT TIGERS TICKET LOT OF 3 vs WHITE SOX CABRERA VERLANDER VGC L@@K! #Vintage #Sports,"enthusiasm for sports memorabilia, nostalgia for vintage sports items, excitement about Detroit Tigers collectibles, interest in baseball ticket collections, appreciation for Tigers players like Cabrera and Verlander, passion for baseball history, collector's enthusiasm for sports memorabilia, interest in vintage sports merchandise, enthusiasm for baseball game tickets, appreciation for sports memorabilia quality"
87,@user #GilmoreGirlsTop4 easy 2. Sookie 3. Emily 4. Luke,"enthusiasm, nostalgia, appreciation, favorite characters, TV show fandom, Gilmore Girls admiration, top character list, positive sentiment, TV series enthusiasm, fan ranking"
88,@user Thats not going to happen. The media will use him in an attempt to smear all conservatives. Spencer will relish in it.,"disapproval, skepticism, frustration, cynicism, anticipation of media bias, conservative critique, distrust in media, anticipation of smear campaigns, disillusionment, sarcasm"
89,"@user Sadly, this is how Steve Bannon sees all Jews.","antisemitism, hate speech, bigotry, prejudice, anti-Jewish sentiment, discrimination, racial hatred, xenophobia, intolerance, hatefulness"
90,"Oh right, I have to save up $60 by February if I wanna get Persona 5.","anticipation, goal-oriented, financial planning, excitement, motivation, future planning, aspiration, self-control, shopping desire, video game interest"
91,"If the Community Spouse Dies Before the #Medicaid Recipient, Can #Medicaid Collect from the - via @user","emotional concern, uncertainty, anxiety about legal implications, worry about financial consequences, confusion about Medicaid policies, interest in legal rights, curiosity about estate matters, concern for family welfare, fear of unexpected outcomes, hope for clarity, frustration with complex regulations"
92,@user @user I'm retiring from twitter,"retirement, leaving social media, ending online presence, disengagement from Twitter, signaling change, personal decision, emotional closure, new beginnings, farewell message, transitioning away from Twitter"
93,"I dunno, from my porch view of Europe, there is certainly creeping unease, Baltics, Scandi, rightists in FR, IT, AU…","unease about political developments, concern over right-wing movements, worry about regional stability, anxiety regarding European politics, perception of rising nationalism, sense of instability in Europe, apprehension about political shifts, unease from a personal perspective, observations of political change, fears of societal division"
94,Watch Tesla Model S P85D’s instant speed avoid a potential rear-end collision,"surprise, excitement, admiration, awe, interest, curiosity, apprehension, concern, relief, anticipation"
95,@user I just had a shawarma sandwich and I say forget vegetarianism,"satisfaction, craving fulfillment, indulgence, pleasure in food, disregard for dietary choices, enjoyment of meat, culinary satisfaction, food indulgence, preference for non-vegetarian food, expressing desire for meat"
96,Trump hit by media for choosing billionaires for Cabinet - Member of transition team Anthony Scaramucci weighs ...,"media criticism, political controversy, cabinet selection, wealth and power, media scrutiny, transition team, Anthony Scaramucci, billionaire influence, political debate, public opinion, government appointments, economic implications, political tension, public backlash"
97,I liked a @user video Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO),"positive sentiment, enjoyment, appreciation, humor, support for LGBTQ+ rights, entertainment appreciation, interest in social issues, approval of content, amusement, celebration of diversity"
98,VAMOS #LM10 No one can hold you down. If you really want it.Just steal your destiny.Right from the hands of fate🙌…,"empowerment, determination, motivation, self-confidence, resilience, taking control, fighting fate, aspiration, inspiration, encouragement"
99,What the right wing press have dug up about the Brexit Supreme Court judges,"political bias, media criticism, judicial controversy, Brexit debate, right-wing media, Supreme Court scrutiny, judicial independence, political polarization, media bias against judges, Brexit-related controversy"
100,"Despite their rocky history, @user has joined the #LinuxFoundation as a platinum member","positive achievement, reconciliation, celebration of partnership, professional recognition, trust rebuilding, industry acknowledgment, career milestone, collaborative success, positive change, professional growth"
101,We'll be featured in 3 magazines in a couple of months. Which pic should we use? #Vote #MDwine #BeautyAndTheBeast,"excitement about media exposure, anticipation for magazine features, seeking opinions or votes, enthusiasm for publicity, interest in choosing the right picture, celebration of upcoming recognition, engagement with audience for decision-making, pride in media coverage, curiosity about the best image selection, enthusiasm for branding and presentation"
102,Appreciating Bob Dylan right now. I love my dad haha,"appreciation, gratitude, love for father, admiration for Bob Dylan, joy, happiness, nostalgia, musical admiration, family affection, positive emotion"
103,@user Marine Le Pen should win France,"support for Marine Le Pen, political endorsement, favorable opinion of Marine Le Pen, hope for Marine Le Pen's victory, positive sentiment towards Marine Le Pen, desire for Marine Le Pen to win, approval of Marine Le Pen's candidacy, optimism about Marine Le Pen's success, trust in Marine Le Pen's leadership, confidence in Marine Le Pen's win, advocacy for Marine Le Pen"
104,saw david beckham on david blaine's tv special and i had to bite down so hard to stop me from screaming daddy,"excitement, astonishment, adulation, fan admiration, emotional overwhelm, surprise, enthusiasm, idolization, intense admiration, joy"
105,@user Newsweek & Saakashvili's handler Bruce Jackson answering 2 same Washington-based globalists? 18'30'',"news commentary, political discussion, international relations, geopolitical analysis, media commentary, Washington-based politics, globalist perspectives, Saakashvili support, Bruce Jackson involvement, news interview, political figures, current events, geopolitical tensions, media interview, political critique"
106,"I'm 34, what social security? My generation and younger are fucked. Thanks to Baby Booming assholes.","frustration with social security, disillusionment with government policies, anger towards Baby Boomers, generational resentment, feeling of being disadvantaged, discontent with social systems, cynicism about future prospects, expression of societal frustration, anger at older generations, perception of societal unfairness"
107,Medicare is more cost-effective than private insurers and could serve as the foundation for a single-payer system.,"advocacy for Medicare, support for single-payer healthcare, cost-effectiveness of Medicare, critique of private insurance, healthcare reform proposal, public healthcare system, government-funded healthcare, health policy analysis, healthcare cost savings, single-payer system benefits"
108,Now i know why they are raving about this show! #thisisus,"excitement, enthusiasm, appreciation, positive sentiment, recommendation, enthusiastic endorsement, joy, admiration, interest, approval"
109,@user we'll miss you in Seattle! Especially when you win your NL Cy Young award!,"farewell, miss you, goodbye, well wishes, celebration, congratulations, encouragement, support, excitement, pride, anticipation, friendship, positive sentiment"
110,Saakashvili followed Savchenko has passed a drug test live: #news #Russia,"surprise, confusion, curiosity, skepticism, interest, uncertainty, concern, intrigue, disbelief, amusement"
111,Was Muhammad Ali A Prophet Or A Phony?CLICK HERE #IsraelunitedinChrist #Israel #Israelites #Blacktwitter,"questioning Muhammad Ali's authenticity, debate over Muhammad Ali's spiritual status, controversy about Muhammad Ali's religious identity, discussion on Muhammad Ali's prophetic claims, skepticism towards Muhammad Ali's religious role, exploration of Muhammad Ali's faith and authenticity, controversial opinions on Muhammad Ali's spirituality, public debate about Muhammad Ali's religious sincerity, interest in Muhammad Ali's religious beliefs, discussion on religious identity and authenticity"
112,RIP castro the Hero.and fuck liberals ✌,"celebration of Fidel Castro's death, praise for Fidel Castro, anti-liberal sentiment, expression of political support, celebratory tone, disrespect towards liberals, emotional expression of admiration, political endorsement, provocative language, polarizing political statement"
