document_index,document_text,generated_keyphrases
41,I would like to reactivate my card.,"card reactivation, reactivate credit/debit card, activate card account, card activation process, reopening a card account, reactivation request, bank card management"
42,Where do I link the new card?,"linking a new card, adding a new payment card, card registration process, financial account setup, credit/debit card management, user account card integration, payment method addition"
43,"I have received my card, can you help me put it in the app?","card activation, adding card to app, mobile banking setup, card management, digital banking integration, user assistance, financial app onboarding"
44,How do I link a card that I already have?,"linking existing card, adding a card to account, associate card with account, card registration process, manage payment methods, credit/debit card setup, account card integration"
45,"I received my new card, but I don't see it in the app anywhere.  What do I do?","new card activation, card visibility in app, missing card in mobile app, card management issue, customer support for card problems, digital banking app troubleshooting, card registration and setup"
46,How do I re-add a card to the app?,"re-adding a card, adding a payment card, app card management, credit/debit card setup, mobile app card integration, card registration process, digital wallet card addition"
47,How do I add the card to my account?,"adding a card to an account, credit/debit card registration, account management, payment method setup, card linking process, user account customization, financial account configuration"
48,Can I put my old card back into the system? I just found it/,"using old card in system, inserting previous card, reusing old payment method, card reactivation, retrieving stored card information, system card compatibility, reusing old card details"
49,"I have one of your cards already, how do I link it?","linking a card, card association process, existing card usage, account linking, card activation, user authentication for card linking, financial account management"
50,How do I link a new card?,"linking a new card, adding a new payment card, manage payment methods, card registration process, update billing information, financial account setup, payment method management"
51,Can I link an existing card?,"link existing card, card association, adding a card to account, card management, payment method setup, credit/debit card linking, account card integration"
52,How do I link one your card if I have one already?,"linking a card, existing card association, adding a card to account, card integration process, account and card connection, card management, user instructions for card linking"
53,How do I add a card to the app?,"adding a payment card, mobile app card management, credit/debit card addition, app user instructions, financial app features, card registration process, digital wallet setup"
54,Can I link my new card?,"linking a new card, adding a new payment card, card registration process, updating payment methods, card activation and setup, financial account management, credit or debit card setup"
55,"Hello, I found the card I misplaced and I need to reactive it, how do I do that?","card reactivation, misplaced card recovery, bank card activation process, customer service inquiry, card reactivation procedure, financial services support, identity verification"
56,Can you tell me how to link one of your cards that I already have?,"linking existing card, card association process, account linking, card management, user assistance with card linking, connecting existing card to account, card integration procedure"
57,How do I view the card I received in the app?,"view received card in app, access digital card information, check card details in mobile application, manage virtual card, app-based card viewing, digital wallet card access, mobile app card management"
58,Where on the website do I go to link my card?,"website navigation, linking payment card, user account settings, payment method setup, website interface, credit/debit card linking, online payment configuration"
59,"I found my card, can I add it to the app?","adding card to app, manage payment methods, digital wallet integration, credit/debit card management, mobile app banking features, card registration process, financial app functionality"
60,How do I link to my credit card with you?,"linking credit card, payment method setup, credit card registration, financial account linking, payment processing, credit card integration, user account payment options"
61,I've received my card so now I need to know how to sync it to the app.,"card synchronization, app integration, setting up card in app, linking card to application, digital card setup, mobile app configuration, card activation process"
62,"I found my card, I would like to reactivate it.","card reactivation, found card, reactivate credit/debit card, card recovery, bank card activation, financial account access, card status update"
63,How do I link this new card?,"link new card, adding a new card, card registration process, associate card with account, card linking instructions, payment method setup, account management"
64,Can I reactivate my lost card that I found this morning in my jacket pocket?,"card reactivation, lost card recovery, credit/debit card reactivation, found card procedures, card activation process, financial account security, personal identification"
65,how do I link an already existing card?,"link existing card, associate card with account, card integration process, manage stored payment methods, connect card to service, existing card setup, payment card management"
66,The app doesn't show the card I received.,"app interface issue, missing received card display, user interface bug, card notification problem, app functionality error, digital card visibility, user experience concern"
67,how do I link a card I already have?,"link existing card, associate card with account, add card to profile, connect payment method, manage payment options, card linking process, existing card integration"
68,I would like to link my card. How do I do it?,"linking a payment card, adding a card to account, card registration process, payment method setup, associate card with account, card linking instructions, financial account management"
69,Can you please show me where I can find the location to link my card?,"linking credit/debit card, card registration location, payment method setup, financial account linking, card management instructions, user account navigation, payment setup process"
70,Where do I go if I want to link my new card?,"link new card, card activation process, adding a new payment card, credit/debit card setup, card linking instructions, financial account management, payment method configuration"
71,Is there a way to make my old card usable with the app?,"using old card with app, card compatibility, app payment methods, credit/debit card integration, digital wallet setup, payment method troubleshooting, card activation for app"
72,Can I reactivate a card I thought I lost?,"reactivate lost card, card reactivation process, lost credit/debit card recovery, replacing or reactivating cards, card activation after loss, credit/debit card reactivation, card management and security"
73,How do I link my card,"linking a payment card, adding a credit or debit card, card registration process, associate card with account, payment method setup, card linking instructions, financial account management"
74,Where do I need to go in the app to enter my card info?,"app navigation, entering card information, payment setup, user instructions, financial details input, app interface guidance, credit/debit card entry"
75,I have found my lost or stolen card. Is there a way I can link the card with my account through my app again?,"lost or stolen card recovery, linking card to account via app, card reactivation process, mobile banking card management, security and account access, digital banking services, card replacement and linking"
76,"Could you help me reactivate my card? It was previously lost, but I found it this morning in my jacket.","card reactivation, lost and found, credit/debit card recovery, account security, customer service request, financial card assistance, identity verification"
77,"I already have one of your cards, how do I link them?","linking multiple cards, card management, account linking process, customer support for card linking, adding additional cards, card integration, user account setup"
78,How do I link my replacement card?,"link replacement card, associate new card with account, activate replacement card, update payment method, card registration process, manage card replacements, financial account management"
79,Can I link another card to my account?,"linking additional payment cards, adding a new card to account, credit/debit card association, account management options, card linking process, financial account customization, payment method management"
80,I need to know your exchange rates.,"exchange rates, currency conversion, foreign exchange rates, currency exchange information, financial data on exchange rates, foreign currency rates, exchange rate inquiry"
81,What exchange rates do you offer?,"exchange rates, currency exchange, offered rates, foreign currency rates, financial services, currency conversion, exchange rate inquiry"
82,How did you come up with your exchange rates?,"exchange rate determination, currency conversion process, financial exchange rates, foreign exchange market, rate calculation methodology, currency valuation methods, economic factors influencing exchange rates"
83,Where do you guys acquire your exchange rate?,"exchange rate sources, currency exchange rates, financial institutions, foreign exchange providers, rate acquisition methods, currency conversion, exchange rate inquiry"
84,How do I find the exchange rate?,"exchange rate inquiry, currency conversion, financial information, foreign exchange rates, currency exchange process, finding exchange rates, international currency values"
85,What are your international exchange rates?,"international exchange rates, currency conversion, foreign exchange rates, currency exchange, foreign currency rates, exchange rate inquiry, global currency values"
86,How often do your exchange rates change,"exchange rate fluctuations, currency exchange rate changes, frequency of exchange rate updates, foreign exchange rate variability, currency market dynamics, rate change intervals, foreign currency valuation"
87,Please advise what is the exchange rate,"exchange rate, currency conversion, foreign exchange, currency exchange, financial inquiry, exchange rate information, currency valuation"
88,How are exchange rates calculated?,"exchange rate calculation, currency conversion, foreign exchange market, currency valuation methods, financial exchange rates, foreign currency exchange, exchange rate determination"
89,what are exchange rates based on,"exchange rates, currency valuation, foreign exchange market, determinants of exchange rates, factors influencing currency value, foreign exchange rates, currency exchange mechanisms"
90,what are exchange rates,"exchange rates, currency conversion, foreign exchange market, foreign currency values, international monetary exchange, currency exchange mechanisms, foreign exchange rates"
91,What are the most current exchange rates?,"current exchange rates, foreign currency conversion, currency exchange information, latest forex rates, up-to-date currency values, foreign exchange market, currency trading rates"
92,Can you explain your exchange rate policy to me?,"exchange rate policy, currency exchange, foreign exchange policy, monetary policy, exchange rate management, currency valuation, foreign exchange regulations"
93,Is it a good time to exchange?,"currency exchange timing, financial decision-making, foreign exchange market, optimal exchange period, investment timing, market conditions for exchange, financial planning"
94,What is the exchange rate like on this app?,"exchange rate inquiry, currency conversion, financial app features, real-time exchange rates, user question about currency, digital currency exchange, app-based financial services"
95,Do you have a list of exchange rates?,"exchange rates, currency conversion, financial information, foreign exchange rates, currency exchange, exchange rate inquiry, financial data"
96,Can you tell me where you get your exchange rates?,"exchange rates, currency conversion, source of exchange rates, financial data sources, foreign exchange rates, currency exchange information, rate inquiry"
97,Will I get a curreng foreign exchange rate?,"foreign exchange rate, currency exchange, current exchange rate, foreign currency conversion, exchange rate inquiry, currency rate fluctuation, foreign exchange market"
98,What currencies is an exchange rate calculated in?,"exchange rate calculation, currencies involved, foreign exchange rates, currency pairs, financial markets, foreign currency exchange, exchange rate determination"
99,Where do you get your exchange rates from?,"exchange rates sources, currency exchange rate information, obtaining exchange rate data, financial data sources, currency conversion rates, exchange rate provider, foreign exchange rate information"
100,What is the base of the exchange rates?,"exchange rate fundamentals, currency valuation basis, foreign exchange rate determinants, exchange rate calculation, factors influencing exchange rates, currency market mechanisms, economic indicators affecting exchange rates"
101,What exchange rate do you use?,"exchange rate inquiry, currency conversion, foreign exchange rates, financial transaction terms, currency exchange process, exchange rate determination, monetary exchange rates"
102,The exchange rates are?,"exchange rates, currency conversion, foreign exchange rates, financial market data, currency valuation, international monetary exchange, foreign currency rates"
103,What do you base your exchange rates on?,"exchange rate determination, factors influencing currency exchange, currency valuation methods, economic indicators affecting exchange rates, monetary policy impact on exchange rates, foreign exchange market dynamics, basis for setting exchange rates"
104,What foreign exchange rate will you use?,"foreign exchange rate, currency conversion, exchange rate selection, foreign currency valuation, currency exchange terminology, financial transaction rates, FX rate determination"
105,How much will I get with the exchange rate?,"exchange rate calculation, currency conversion amount, foreign exchange rate, financial exchange value, currency exchange inquiry, conversion rate impact, monetary exchange estimation"
106,The exchange rate would be?,"exchange rate, currency conversion, foreign exchange rate, currency value, financial exchange, foreign currency rate, exchange rate inquiry"
107,What is the exchange rate like?,"exchange rate, currency conversion, foreign exchange rates, currency value, financial exchange rates, economic indicators, international currency market"
108,How do your exchange rates work?,"exchange rates, currency conversion, foreign exchange system, how exchange rates are determined, currency exchange process, foreign currency rates, international monetary exchange"
109,what is the exchange rate?,"exchange rate, currency conversion, foreign exchange rate, currency exchange, foreign currency value, exchange rate inquiry, financial terminology"
110,Where did your guys exchange rates come from?,"exchange rates source, currency exchange rates, origin of exchange rate data, financial data sources, currency conversion information, exchange rate determination, source of currency rates"
111,How are you determining your exchange rates?,"exchange rate determination, currency exchange rates, foreign exchange rate calculation, currency conversion methods, financial exchange rate policies, determining currency values, foreign currency exchange"
112,I'm trying to figure out the current exchange rate.,"exchange rate, currency conversion, financial information, current exchange rate, foreign exchange rates, currency market, economic data"
113,From where are you getting your exchange rates?,"exchange rates source, currency exchange rates, obtaining exchange rate information, financial data sources, foreign exchange rate inquiry, currency conversion rates, exchange rate provider"
114,Can you tell me the foreign exchange rate?,"foreign exchange rate, currency conversion, exchange rate inquiry, foreign currency exchange, currency market rates, foreign exchange market, FX rate"
115,why do your exchange rates change,"exchange rate fluctuations, causes of currency value changes, factors influencing exchange rates, currency market dynamics, economic indicators affecting exchange rates, supply and demand in currency markets, impact of monetary policy on exchange rates"
116,What kind of foreign exchange rate will I get when I exchange my money?,"foreign exchange rate, currency exchange, money exchange, exchange rate prediction, foreign currency conversion, currency trading, exchange rate determination"
117,What is my foreign exchange rate?,"foreign exchange rate, currency conversion, exchange rate inquiry, foreign currency value, currency exchange rates, FX rate, international currency exchange"
118,when does the rate get determined,"interest rate determination, financial rate setting, rate calculation timing, when is rate established, timing of rate decision, rate determination process, financial rate scheduling"
119,What is the current exchange rate for me?,"exchange rate inquiry, currency conversion, current exchange rate, financial transaction, foreign exchange rates, currency value, exchange rate information"
120,I purchased something in a foreign currency but the rate applied is wrong,"foreign currency transaction, incorrect exchange rate, currency exchange error, purchase in foreign currency, billing discrepancy, currency conversion mistake, financial transaction error"
121,I made a currency exchange and think I was charged more than I should of been.,"currency exchange, overcharged, fees and charges, exchange rate discrepancy, consumer complaint, financial transaction issues, currency conversion"
122,the card payment exchange rate is wrong,"card payment exchange rate, incorrect exchange rate, payment currency conversion error, transaction exchange rate discrepancy, credit/debit card currency rate issue, foreign transaction rate mistake, payment processing error"
123,The exchange rate was wrong when I bought something outside the country.,"exchange rate error, international purchase, currency conversion mistake, foreign transaction issue, miscalculated exchange rate, cross-border shopping, currency exchange discrepancy"
124,The exchange rate on my purchase is wrong.,"exchange rate error, incorrect currency conversion, purchase transaction issue, pricing discrepancy, currency exchange mistake, financial transaction error, billing inaccuracy"
125,This rate is too low. Are you sure your using the right exchange rate.,"exchange rate verification, currency conversion accuracy, rate accuracy concern, financial transaction validation, exchange rate discrepancy, currency exchange process, rate confirmation"
126,"I bought something, but the exchange rate looks wrong.","currency exchange rate discrepancy, purchase transaction issue, foreign currency exchange, transaction error, exchange rate validation, currency conversion problem, financial transaction accuracy"
127,The rate applied to my foreign purchase was incorrect,"foreign purchase rate error, incorrect exchange rate applied, transaction currency discrepancy, pricing mistake in foreign transaction, currency conversion error, billing error in international purchase, misapplied foreign exchange rate"
128,I bought something in a foreign currency but the rate applied is wrong!,"foreign currency transaction, incorrect exchange rate, currency exchange error, purchase in foreign currency, transaction mistake, currency conversion issue, financial error in foreign purchase"
129,My exchange went wrong. I swapped Russian Ruble for UK pounds and was charged too much.,"currency exchange error, Russian Ruble to UK pounds, overcharged during currency swap, foreign exchange transaction mistake, currency conversion issue, miscalculated exchange rate, financial transaction error"
130,You did not apply the correct exchange rate for an item that I bought.,"exchange rate error, incorrect currency conversion, purchase price discrepancy, currency exchange mistake, transaction error, financial accuracy issue, billing or pricing mistake"
131,The rate of exchange for my card payment is incorrect,"currency exchange rate, card payment error, incorrect exchange rate, payment processing issue, financial transaction discrepancy, foreign currency conversion, billing error"
132,The rate for a currency exchange was wrong when I bought something.,"currency exchange rate error, incorrect exchange rate, transaction mistake, foreign currency purchase, exchange rate miscalculation, currency conversion error, financial transaction discrepancy"
133,Why is the exchange rate wrong when I purchase something abroad?,"exchange rate discrepancy, purchasing abroad, currency conversion issues, foreign transaction costs, exchange rate calculation, international shopping, currency exchange errors"
134,I bought an item and noticed the exchange rate was not correct.,"currency exchange rate discrepancy, purchase transaction issue, incorrect exchange rate, financial transaction error, currency conversion problem, shopping and currency exchange, error in exchange rate calculation"
135,I bought something overseas and the wrong exchange rate is on my statement.,"overseas purchase, incorrect exchange rate, credit card statement, currency conversion error, international transaction, foreign currency exchange, billing discrepancy"
136,The exchange rate for my transaction last Saturday seems to have been wrong I got charged extra.  Please fix.,"exchange rate discrepancy, transaction error, incorrect currency charge, rate correction request, financial transaction issue, currency exchange mistake, billing adjustment"
137,Why is your exchange rate for my card payment wrong,"exchange rate discrepancy, card payment currency conversion, incorrect exchange rate, foreign transaction charges, currency exchange error, payment processing issue, international transaction problem"
138,Why am I being charged more ?,"pricing discrepancy, additional charges, billing inquiry, cost explanation, customer billing concern, price increase reasons, charge dispute"
139,I purchased an item and the exchange rate I was given was incorrect.,"currency exchange error, incorrect exchange rate, purchase transaction issue, financial transaction mistake, currency conversion problem, customer service complaint, error in exchange rate"
140,I don't think my card payment exchange rate is correct.,"credit card exchange rate discrepancy, currency conversion issue, payment exchange rate concern, foreign transaction rate accuracy, credit card currency exchange problem, transaction exchange rate verification, currency exchange rate accuracy"
141,"When I made a purchase last Saturday, I was charged extra. Did I receive the right exchange rate?","purchase transaction, extra charge, exchange rate verification, payment accuracy, currency conversion, billing discrepancy, transaction inquiry"
142,They charged me wrong for a currency exchange on a purchase.,"currency exchange error, incorrect charge on purchase, billing mistake in currency conversion, financial transaction dispute, customer complaint about billing, mischarged currency exchange fee, purchase with wrong currency fee"
143,I believe my card payment exchange rate is incorrect.,"credit card exchange rate discrepancy, payment currency conversion issue, incorrect foreign transaction rate, card payment exchange rate error, currency exchange rate problem, credit card billing accuracy, foreign transaction fee concern"
144,"Hi, I have been overcharged for my payment last Saturday. I guess exchange rate was wrong.","payment overcharge, incorrect exchange rate, transaction error, currency exchange issue, billing discrepancy, financial mistake, customer complaint"
145,The exchange rate seems off on this transaction,"exchange rate discrepancy, transaction error, currency conversion issue, financial inconsistency, foreign exchange rate problem, transaction accuracy concern, currency exchange misunderstanding"
146,"The exchange rate given to me wasn't correct, after i purchased an item","exchange rate discrepancy, incorrect currency conversion, purchase transaction issue, currency exchange error, transaction accuracy concern, pricing and exchange rate, financial transaction problem"
147,"Hi, I don't think your exchange rate is right. I need you to check the official interbank exchange please.","exchange rate verification, interbank exchange rates, currency exchange accuracy, official exchange rate check, financial transaction accuracy, currency conversion validation, exchange rate discrepancy"
148,I'm pretty sure something went wrong with my exchange. I changed Russian Ruble to UK pounds and was charged way too much!,"currency exchange error, Russian Ruble to UK pounds, incorrect exchange rate, overcharged in currency conversion, financial transaction mistake, currency exchange issue, miscalculated currency conversion"
149,I wasn't applied the correct exchange rate for an item I bought,"exchange rate error, incorrect currency conversion, purchase transaction mistake, currency exchange misapplication, financial error in purchase, miscalculated exchange rate, transaction correction"
150,the conversion value for my card payments is incorrect.,"card payment conversion value, incorrect transaction amount, payment processing error, transaction value discrepancy, credit card billing issue, payment amount accuracy, financial transaction correction"
151,The wrong exchange rate was used when I bought something with a foriegn currency.,"exchange rate error, foreign currency transaction, incorrect currency conversion, purchase with foreign currency, currency exchange mistake, transaction error due to exchange rate, misapplied exchange rate"
152,I paid for something in foreign currency but noticed the exchange rate is incorrect.,"foreign currency transaction, incorrect exchange rate, currency exchange error, payment discrepancy, foreign payment issue, exchange rate miscalculation, currency conversion mistake"
153,The incorrect rate was used in my foreign purchase,"incorrect rate, foreign purchase, exchange rate error, currency conversion mistake, transaction accuracy, international transaction, financial error"
154,Why was the exchange rate incorrect for an item I recently bought?,"exchange rate discrepancy, incorrect currency conversion, purchase transaction issue, currency exchange error, pricing accuracy in foreign transactions, financial miscalculation, currency exchange rate problem"
155,Why is my exchange rate wrong for an item I bought?,"exchange rate discrepancy, currency conversion issue, purchase transaction problem, incorrect exchange rate, foreign currency transaction, exchange rate error, currency exchange misunderstanding"
156,How can I check the exchange rate applied to my transaction?,"checking exchange rate, transaction currency conversion, foreign exchange rate inquiry, currency exchange rate details, how to verify exchange rate"
157,Your exchange rate is totally wrong for my card payment,"exchange rate discrepancy, card payment issue, currency conversion error, payment processing problem, incorrect exchange rate, financial transaction error, currency exchange misunderstanding"
158,The wrong rate was applied to an item I bought in a currency different from mine. Can this be changed?,"currency exchange error, incorrect pricing adjustment, transaction correction, multi-currency purchase, pricing discrepancy resolution, currency conversion issue, customer service inquiry"
159,I go the wrong exchange rate applied to my purchase in a foreign country.,"exchange rate discrepancy, foreign currency transaction, purchase error, currency conversion issue, international transaction correction, misapplied exchange rate, travel purchase error"
160,My statement has a dollar I have been charged showing up on it.,"bank statement, charged amount, financial transaction, account billing, dollar amount, billing discrepancy, transaction details"
161,Why is there a fee for an extra pound in my statement?,"bank statement fee, extra pound charge, transaction fee, banking charges, financial statement inquiry, additional fee explanation, bank account fees"
162,I'm not okay with this fee on my statement.,"disputed bank fee, statement charge disagreement, financial fee concern, billing dispute, customer dissatisfaction with fees, unauthorized transaction fee, financial services complaint"
163,Why is there an extra dollar charged to my account?,"Account billing discrepancy, Additional charge inquiry, Unexplained extra dollar, Financial transaction issue, Account charge clarification, Billing error investigation, Customer service inquiry"
164,There is a fee I don't recognize on my statement.,"unrecognized bank fee, statement charge discrepancy, billing error, financial transaction inquiry, account statement review, unexpected fee identification, bank statement clarification"
165,I would like a refund on the extra pound I was charged.,"refund request, overcharged fee, additional pound charge, billing correction, customer refund, payment dispute, charge refund"
166,Can you explain what this random $1 charge is?,"unexpected charge, $1 fee, billing inquiry, transaction clarification, customer service, charge explanation, payment dispute"
167,What is this $1 charge on my statement?,"bank statement inquiry, $1 charge explanation, transaction clarification, billing dispute, small transaction fee, credit card charge, statement review"
168,Why does my statement have these extra charges?,"extra charges inquiry, billing discrepancies, statement clarification, additional fees explanation, customer billing concerns, charges dispute, invoice review"
169,"I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?","unauthorized transaction, mystery charge, bank statement discrepancy, small purchase inquiry, transaction clarification, possible fraud alert, unrecognized payment"
170,I can see an extra 1£ charge on my app. Why did you charge me extra?,"extra £1 charge, app billing discrepancy, unexpected additional fee, customer inquiry about charges, charge explanation request, billing error investigation, payment dispute"
171,Can you tell me why I noticed a $1 charge on my statement?,"billing inquiry, unexpected charge, credit card statement, transaction clarification, customer service, financial discrepancy, charge explanation"
172,When will the $1 transaction be credited to me?,"transaction credit timing, $1 transaction, funds transfer, payment processing, credit posting schedule, financial transaction inquiry, bank account update"
173,Where did this fee come from?,"fee origin, source of fee, fee explanation, financial charges, cost breakdown, fee justification, payment details"
174,"I noticed an extra $1 charge on my statement, can you tell me why that is?","unexpected bank charge, additional fee inquiry, credit card statement discrepancy, billing error investigation, customer service request, transaction clarification, financial account review"
175,There is an extra $1 charge,"additional fee, extra charge, transaction fee, billing surcharge, service fee, cost increase, payment adjustment"
176,I need information about an extra €1 fee in my statement.,"bank statement fee, additional charge, €1 fee, financial transaction details, bank fee inquiry, statement clarification, extra charges"
177,Why is there an extra 1 pound charge on my card?,"extra charge on credit card, additional 1 pound fee, billing discrepancy, payment inquiry, credit card charges, transaction clarification, fee explanation"
178,Why are there so many fees on my statement?,"bank statement fees, financial charges, transaction fees, banking fees explanation, account statement charges, fee disclosure, financial service costs"
179,What would be the reason there's an extra fee on my statement?,"extra fee inquiry, billing statement discrepancy, additional charges explanation, statement fee clarification, financial billing concerns, transaction fee inquiry, billing dispute"
180,Where did this 1 euro fee come from?,"1 euro fee origin, fee explanation, charge source, fee justification, additional costs, transaction fee, fee reason"
181,I got a extra €1 fee in my statement,"additional fee, €1 charge, bank statement discrepancy, transaction fee, billing error, financial statement review, unexpected bank fee"
182,I have a 1 euro fee on my statement.,"bank statement fee, transaction charge, financial fee, account statement, banking charges, fee explanation, transaction details"
183,Why was I overcharged a pound!?,"Overcharging issue, Customer complaint about billing, Price discrepancy, Billing error investigation, Customer service inquiry, Unexpected extra charge, Pricing dispute"
184,"Something went wrong, I was charged an extra pound?","error message, unexpected charge, additional fee, billing issue, customer complaint, transaction problem, pricing discrepancy"
185,Where did the extra fee on my statement come from?,"extra fee explanation, bank statement charges, additional banking fees, transaction fee inquiry, billing discrepancy, financial statement clarification, unexpected charges"
186,There is an extra charge on my app that I was not told about or I was aware of!,"unexpected app charge, unauthorized fee notification, app billing issue, hidden charges in app, user awareness of charges, additional app fee, dispute over app billing"
187,I am seeing an extra fee on my statement what is that for?,"extra fee inquiry, bank statement charges, transaction fee explanation, billing discrepancy, financial statement review, additional charges clarification, customer service contact"
188,What is this €1 fee in my statement?,"bank statement fee, €1 charge inquiry, transaction explanation, bank fee clarification, financial statement details, small transaction fee, billing inquiry"
189,"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?","new customer inquiry, unexpected app charge, billing discrepancy, customer support request, charge explanation, app billing issue, unauthorized transaction"
190,For some reason my account's been charged an extra dollar.,"account charge discrepancy, unexpected billing error, extra dollar charge, billing issue, account payment problem, unexpected transaction fee, customer billing concern"
