document_index,document_text,generated_keyphrases
12,Yes #depression &amp; #anxiety are real but so is bein #grateful &amp; #happiness \nI choose how i wanna live MY life not some disorder,"depression, anxiety, gratefulness, happiness, mental health awareness, personal empowerment, self-determination, positive mindset, choosing happiness, overcoming mental health challenges"
13,"People who say nmu are the worst, something has to be going on, tell me I wanna know bout your life that's why I fucking asked, I care 😤","frustration, concern, curiosity, emotional investment, desire for honesty, impatience, caring attitude, seeking understanding, expressing annoyance, emotional intensity"
14,"@user The hatred from the Left ought to concern everyone----who wants a police state-the left, so than can spy on all of us.","hatred from the Left, concern for everyone, fear of police state, left-wing surveillance, political distrust, concern about government spying, fear of authoritarianism, political polarization, criticism of left, concern about civil liberties"
15,@user #shocking loss of talented young man#prayers#pray for his family,"shocking loss, talented young man, prayers, pray for his family, grief, mourning, condolences, sympathy, support, sadness, emotional pain, loss of life, tribute, remembrance"
16,Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!,"amazing experience, unity among diverse crowds, racial harmony, positive social observation, celebration of natural event, media transparency, lack of racial tension, public togetherness, shared human experience, breaking stereotypes"
17,"That moment when people say you don't need medicine, it's mind over matter. You need to stop doing that. #bipolar","frustration with stigma, mental health awareness, invalidating mental illness, importance of medication, bipolar disorder challenges, emotional struggle, need for understanding, mind over matter misconception, advocacy for treatment, mental health support"
18,@user @user Please. Don't insult Goths.,"plea for respect, defense of Goths, request to avoid insults, emotional appeal, seeking understanding, condemnation of disrespect, advocacy for tolerance"
19,@user What an F'ing liar,"anger, accusation, frustration, disbelief, hostility, offense, insult, emotional intensity, confrontation, blame"
20,May or may not have just pulled the legal card on these folks. #irritated,"frustration, irritation, assertiveness, legal leverage, conflict, displeasure, defensiveness, boundary setting, annoyance, empowerment"
21,"Me: 'I miss your personality,will it come back?' Him: 'I'm sorry.I'm me. You be you.' #Sad #depressed #longdistancerelationship","missing someone's personality, emotional distance, apology and acceptance, identity affirmation, sadness, depression, long distance relationship struggles, emotional disconnect, yearning for connection, relationship challenges"
22,Comparing yourself to others is one of the root causes for feelings of unhappiness and depression.,"self-comparison, emotional distress, unhappiness, depression, negative self-evaluation, mental health challenges, feelings of inadequacy, psychological impact of comparison, emotional vulnerability, self-esteem issues"
23,"@user @user Americans do not spank their children, and they are a God fearing people who knows the biggest sin is hypocrisy.","criticism of American parenting, disapproval of spanking, reference to American religious values, mention of hypocrisy as a sin, assertion of moral standards, emphasis on God-fearing nature, cultural commentary on discipline, expression of moral judgment"
24,The only upside to being deathly ill this week is that I've gotten better at taking pills. #optimism,"coping with illness, finding silver linings, optimism in adversity, resilience, humor in hardship, personal growth, managing health challenges, positive mindset, self-improvement, endurance through sickness"
25,Favorite character who's name starts with the letter M?\n #Prisonbreak5  #The100 #GreysAnatomy,"favorite character, name starts with M, Prison Break 5, The 100, Grey's Anatomy, TV show fandom, character preference, emotional attachment, pop culture, enthusiasm, curiosity, engagement with series"
26,I'm so nervous I could puke + my body temp is rising ha ha ha ha ha,"nervousness, anxiety, physical symptoms of stress, nervous laughter, emotional discomfort, stress-induced physical reaction, unease, heightened body temperature, nervous excitement"
27,I cannot see a rational way of bearing a grudge to him for that. I do not. Maybe because I do not live by Netflix and I do not care...,"forgiveness, lack of resentment, indifference, emotional detachment, rational acceptance, not holding a grudge, disinterest in popular culture, emotional neutrality"
28,And let the depression take the stage once more 🙃,"embracing sadness, resignation to depression, emotional vulnerability, acceptance of melancholy, expressing inner turmoil, acknowledging mental health struggles, feeling overwhelmed, dark humor about depression, emotional surrender, coping with depressive feelings"
29,I love swimming for the same reason I love meditating...the feeling of weightlessness.,"love for swimming, love for meditating, feeling of weightlessness, joy in physical activity, emotional connection to water, peacefulness, calmness, mindfulness, serenity, freedom, relaxation, spiritual fulfillment, inner peace, contentment"
30,@user Is it just me that thinks it looks boring?,"expressing boredom, seeking agreement, questioning opinion, disinterest, casual inquiry, social media interaction, mild criticism, expressing doubt"
31,",, The solar eclipse was really cool.. #inspiring!","awe, inspiration, wonder, excitement, natural phenomenon, beauty of nature, astronomical event, joy, curiosity, amazement"
32,@user Really??? I've had to hang up!,"frustration, annoyance, impatience, disbelief, exasperation, irritation, surprise, emotional overload, communication breakdown, stress"
33,When Jim Sheridan is standing next to you and you don't say A WORD!!! #facepalm #tonguetied,"awkward silence, speechlessness, nervousness, intimidation, social anxiety, being tongue-tied, embarrassment, feeling overwhelmed, lost for words, awkward moment, self-consciousness, hesitation to speak, social discomfort, feeling starstruck, inability to respond"
34,"@user -- can handle myself.\n[Carl yelled back in fury, blood smeared across his face and clothes. Still holding onto his --","anger, fury, defiance, self-reliance, conflict, intensity, aggression, determination, violence, emotional turmoil"
35,@user @user there was a fair bit of raging folk last night... something to do with pension day?,"frustration, anger, discontent, social unrest, pension day dissatisfaction, public outrage, emotional tension, community frustration, economic stress, collective anger"
36,"@user No #racism, no #hatred , no #sectarianism  ... Only yes to love","anti-racism, anti-hatred, anti-sectarianism, promoting love, inclusivity, unity, peace, tolerance, acceptance, positive social values"
37,sleep is and will always be one of the best remedies for a tired and weary soul,"comfort, restoration, relief, peace, healing, calmness, renewal, soothing, serenity, rejuvenation, tranquility, solace, recovery, hope, well-being"
38,"@user where is my order? Placed on Monday via express delivery, yet no sign!!! #annoyed #hurryup Your customer service queues are #awful","frustration, impatience, disappointment, urgency, annoyance, dissatisfaction with customer service, express delivery delay, complaint, negative customer experience, demand for prompt response"
39,yukwon no video do zico the world is shaking,"excitement, energy, vibrancy, dynamic atmosphere, intensity, movement, enthusiasm, powerful performance, emotional impact, engagement"
40,"BUT, I have offended so many people with the idea that conflicts and value judgments are separate that we need to have a talk.","offense, conflict, value judgments, separation of concepts, need for discussion, clarification, emotional tension, misunderstanding, communication, expressing ideas, controversy, emotional impact"
41,@user - spelled exactly how it makes you feel 'better eat land line'. Talking to my mom this week has been impossible. #goodservice #rage,"frustration, anger, communication difficulties, family conflict, disappointment, helplessness, irritation, emotional distress, feeling unheard, technology issues"
42,"@user John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated.","curiosity about silence, expectation of reaction, frustration, sarcasm, humor, political commentary, mockery, concern, speculation, informal tone"
43,@user happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,"birthday wishes, celebration, happiness, joy, well-wishing, positivity, friendship, good fortune, cheerful tone, encouragement"
44,"When you should be working, but you're shopping amazon prime deals instead... 😦","procrastination, guilt, distraction, temptation, work avoidance, shopping impulse, regret, time management struggle, self-awareness, emotional conflict"
45,Karma is real bitch 🖕🏼you can't just be mean and do horrid things without paying the price 😂,"karma, retribution, justice, consequences, mean behavior, horrid actions, paying the price, emotional warning, mocking tone, frustration, resentment, cynicism, warning about actions, cause and effect, emotional intensity"
46,@user @user Agree with @user or you are of a lower intelligence would be your message there then? #dreadful,"disagreement, intellectual challenge, insult, sarcasm, mockery, social confrontation, emotional tension, hostility, defensiveness, provocation, negative sentiment, online argument"
47,@user Rumor has you are #wellendowed #awesome! Truth is you are a #big 😲 #notsomuch so you know a bunch of #gaypeople #sowhat,"rumor, well-endowed, awesome, surprise, disappointment, big, not so much, knowing many gay people, casual tone, informal language, playful teasing, social commentary, acceptance, indifference"
48,"IK to PMLN: 'Darling, I will haunt you in your nightmares, dressed like a dream.' BEST THING EVER. #GameOverNawaz","taunting, mocking, threatening, sarcastic humor, political rivalry, intimidation, nightmare imagery, dramatic expression, emotional provocation, playful menace"
49,OMG we're eating drinking in a restaurant and  so is a baby!!! Quell horror #YummyMummiesAU,"surprise, disgust, disapproval, shock, annoyance, humor, social commentary, parenting critique, public behavior, restaurant etiquette"
50,hello phy6 i'm stressing over u ayuku na??¿ ☹,"stress, anxiety, worry, concern, emotional distress, uncertainty, sadness, seeking reassurance, informal communication, emotional vulnerability"
51,"There are parts of you that wants the sadness. Find them out, ask them why","exploration of sadness, emotional introspection, self-inquiry, understanding inner feelings, acceptance of emotions, emotional curiosity, seeking emotional reasons, reflective questioning, embracing vulnerability, emotional awareness"
52,Are you always looking for quotes of your days? Then follow @user to learn more!\n #quote  #doubleviz,"seeking inspiration, daily motivation, encouragement, positive mindset, self-improvement, emotional uplift, quote sharing, personal growth, inspirational content, motivational quotes"
53,@user huhu kak help me through all of this,"seeking help, emotional support, feeling overwhelmed, request for assistance, expressing distress, need for guidance, feeling vulnerable, asking for comfort, emotional plea, looking for reassurance"
54,Let's start all over again.....\n#feels #lover #happiness #loyalty #truth,"new beginnings, hope, renewal, love, happiness, loyalty, truth, emotional healing, starting over, positive emotions"
55,"Earth's sixth mass extinction event under way, scientists warn **basically  caused by Islamic Muslim terrorism which Obama dem- rats back*","environmental crisis, mass extinction, scientific warning, biodiversity loss, climate change concern, political bias, controversial statement, emotional distress, fear of environmental collapse, anger, blame, polarization, alarmism, environmental urgency"
56,Some days I feel like I'm going to accomplish everything I've ever dreamed.  Today is not one of those days #nomotivation #rainyday #gloomy,"lack of motivation, feeling unproductive, disappointment, gloomy mood, rainy day blues, low energy, frustration, self-doubt, emotional struggle, unfulfilled aspirations"
57,"For every one concept I try to cram into my brain, I feel like I'm pushing out three. #panic","overwhelmed, anxiety, panic, stress, information overload, mental fatigue, frustration, cognitive overload, feeling pressured, difficulty concentrating, emotional distress, feeling overwhelmed, struggling to retain information"
58,“The #optimist proclaims that we live in the best of all possible worlds; and the #pessimist fears this is true.” ~ James Branch Cabell,"optimism, pessimism, hope, fear, philosophical reflection, worldview, contrasting perspectives, existential contemplation, irony, skepticism, idealism vs realism, emotional duality, uncertainty about reality"
59,Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game 🤷🏻‍♀️,"frustration, disappointment, anger, fan dissatisfaction, sports injury impact, team setback, emotional reaction to game, sports fan emotions, unexpected player injuries, game adversity"
60,@user - @user has occupied one full lane for toll collection permanently resulting in traffic snarl everyday on UP Link Road,"frustration, traffic congestion, annoyance, inconvenience, anger, impatience, disruption, complaint, roadblock, traffic jam, irritation, public grievance, traffic management issue, commuter distress, lane occupation"
61,"I've never been happier. I'm laying awake as I watch @user sleep. Thanks for making me happy again, babe.","happiness, love, gratitude, contentment, affection, intimacy, joy, appreciation, peace, romantic love"
62,#Overheard: 'I don't really like dogs.' I DON'T FEEL SAFE IN THIS PLACE. Clearly a hostile environment!  #bigly #covfefe #TrustNoOne,"discomfort, fear, hostility, lack of safety, distrust, unease, anxiety, paranoia, social alienation, negative sentiment towards environment"
63,@user Hahaaa! Was fuming with that 😞😂,"mixed emotions, frustration, amusement, irony, emotional contrast, expressing anger and laughter, playful annoyance, emotional complexity"
64,@user lel I already know the whole plot dont worry I would have warned you :D man... Cid tho... That bitch slapped Gabranths hand away,"casual tone, humor, anticipation, warning, surprise, disappointment, frustration, informal language, emotional reaction, character interaction"
65,"Aw, bummer. @user (Maura Rankin) blocked me for calling her out as a #bully. Some people just #CantHandleTheTruth, can they?","disappointment, frustration, accusation, defensiveness, conflict, social media dispute, calling out bullying, feeling blocked, expressing truth, emotional hurt"
66,@user is the man,"praise, admiration, approval, compliment, positive affirmation, recognition, respect, endorsement, celebration, encouragement"
67,"Gorkas is angrily unhinged, &amp;lecturing CNN on what?they should cover demanding they go after Hillary Clinton instead of Trump.","anger, frustration, accusation, political bias, demanding action, criticism of media, partisan conflict, emotional intensity, disapproval, controversy"
68,"Request MRI 2 years ago, Neuro only requested last year, I'm still waiting on appointment  #mssucks #healthcareFail","frustration with healthcare delays, long wait times for medical appointments, disappointment with medical system, emotional distress due to health issues, feeling neglected by healthcare providers, urgency for medical diagnosis, chronic illness challenges, patient dissatisfaction, hopelessness about treatment progress, anger towards healthcare inefficiency"
69,@user @user a serious character flaw. Nowhere close to @user,"serious character flaw, criticism, disapproval, negative judgment, personal flaw, emotional intensity, conflict, interpersonal tension"
70,"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\n#SocialAnxiety","fear of authority, social anxiety, intimidation by authority figures, discomfort with control, emotional distress, anxiety about hierarchy, fear of being judged, nervousness around authority, psychological discomfort, emotional vulnerability"
71,@user Improve on the makeup dear to avoid reduction in viewership...,"constructive criticism, concern for appearance, desire for improvement, fear of losing audience, emotional appeal, encouragement to enhance, attention to detail, professional advice, sensitivity to public perception, motivation to perform better"
72,omg i'm soooo fucking fuming,"extreme anger, intense frustration, strong emotional outburst, expressing fury, highly upset, emotional venting, feeling enraged, overwhelming irritation"
73,Pages like AjPlus profit off our outrage... they serve no purpose other than to show us shit that pisses us off. Don't need that negativity,"outrage exploitation, negativity propagation, emotional manipulation, anger incitement, media criticism, frustration with content, negative content impact, emotional exhaustion, dislike of sensationalism, desire for positivity"
74,Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch!,"frustration, annoyance, anger, irritation, defiance, resentment, assertiveness, boundary setting, emotional resistance, displeasure"
75,@user please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,"frustration with media presence, dislike of Sebastian Gorka, criticism of Trump administration, anger at political deflection, disapproval of shifting blame, political dissatisfaction, hashtag expressing negativity"
76,@user I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant 😭,"early morning struggle, unpleasant early classes, feeling tired, morning routine challenge, reluctance to wake up early, class schedule frustration, emotional exhaustion, morning dread, need to prepare early, expressing discomfort"
77,@user Couldn't have delivered without you @user - #inspiring #partnership #women,"gratitude, appreciation, teamwork, partnership, inspiration, support, collaboration, empowerment, celebration, acknowledgment"
78,"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV","perseverance, encouragement, hope, patience, doing good, not giving up, faith, motivation, spiritual endurance, reward for effort, positive mindset, inspiration, trust in timing, moral strength, uplifting message"
79,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,"concern for Kyungsoo's mood, observation of gloominess, appreciation of instant smile, emotional warmth, feeling touched, affectionate reaction, empathy towards Kyungsoo, emotional contrast, melting heart, positive emotional response"
80,@user agreed but it had tessie by dropkicks playing outside of gameplay.  #awful,"disappointment, annoyance, negative reaction, criticism, frustration, dissatisfaction, irritation, unpleasant experience, displeasure, unwanted background noise"
81,@user @user @user FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! #angry,"warning, speed trap alert, speed limit change, traffic enforcement, speeding fine, caution, anger, frustration, public safety, law enforcement, speed reduction, ticket notification"
82,love to see them interacting 😸🙏 #itsbeensolong #laughing,"joyful interaction, long-awaited reunion, happiness, affection, playfulness, gratitude, nostalgia, positive emotions, cat emoji expressing joy, thankfulness"
83,@user I don't know my mouth was burning the whole time,"discomfort, physical pain, surprise, confusion, embarrassment, awkwardness, sensory experience, unexpected sensation, concern, self-awareness"
84,A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss? 😠 #LooseWomen,"female autonomy, reproductive rights, sterilisation decision, childfree choice, emotional frustration, personal freedom, women's empowerment, social judgment, defense of choice, anger expression"
85,"Not only was @user and @user responsible for the unnecessary outrage of this movie, but made the director @user look bad","blame, disappointment, frustration, anger, criticism, disapproval, resentment, unfairness, negative impact, public outrage, director's reputation damage"
86,"This the way I rage, \n\non sum wopstar shit ⭐️","rage, anger, intensity, emotional expression, passion, frustration, raw emotion, boldness, defiance, street culture, hip hop attitude, energy, assertiveness"
87,#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland,"happy, birthday celebration, day trip, great day, super nice weather, blue sky, good mood, fun, love, ice cream, lycklig (happy in Swedish), födelsedag (birthday in Swedish), Öland (location)"
88,@user Yeah funny and sexy 😍,"flirtatious, playful, affectionate, complimentary, lighthearted, expressing attraction, positive emotion, casual banter, friendly teasing, expressing admiration"
89,#depression is a condition which will affect an estimated one in five of the population at some point in their lives,"awareness of depression, mental health impact, prevalence of depression, emotional struggle, psychological condition, common mental disorder, public health concern, empathy for sufferers, importance of support, recognition of symptoms"
90,"@user I Feel sick reading this, when does it end? #dread #civil war? #sad","feeling sick, emotional distress, dread, fear of civil war, sadness, anxiety, hopelessness, concern about conflict, emotional exhaustion"
91,@user 😂 He looked like a sea weed version of cousin IT from adams family and was reaaaally tall.,"humor, amusement, playful teasing, lighthearted comparison, exaggeration, nostalgia, pop culture reference, affectionate mockery, surprise at height, visual imagery"
92,how i drink two 40s and im still somewhat sober ?,"curiosity about alcohol tolerance, surprise at sobriety after drinking, questioning effects of alcohol, informal tone, self-reflection on drinking habits, casual inquiry about intoxication, mild disbelief, personal experience with alcohol"
93,Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17,"disapproval, criticism, national pride, disappointment, negative feedback, emotional reaction, patriotism, cultural sensitivity, frustration, public expression"
94,Mima tremendous at bringing the noise.,"enthusiasm, energy, excitement, intensity, vibrancy, passion, dynamic expression, liveliness, powerful presence, emotional impact"
95,@user Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,"humorous tone, casual conversation, informal language, playful teasing, financial discussion, subscription cost, daily payment, data usage, streaming service, lighthearted mood, social media interaction, friendly banter"
96,"Damn twitter making everybody mad, it's hilarious 😂","frustration with social media, amusement at others' anger, irony, humor in conflict, social media-induced anger, laughing at chaos, mocking frustration, entertainment from others' emotions"
97,this #overcast #cloudy #rainy weather makes me #lazy #glum and #sad,"overcast weather, cloudy weather, rainy weather, feeling lazy, feeling glum, feeling sad, melancholic mood, gloomy atmosphere, emotional impact of weather, weather-induced sadness"
98,this person hasn't uploaded episode six or seven of the lodge and i'm,"frustration, impatience, disappointment, anticipation, eagerness, annoyance, incompleteness, waiting, curiosity, expectation"
99,@user That'll be Madrid throwing a huff over Morata and De Gea. Fuck them,"anger, frustration, disdain, contempt, dismissiveness, irritation, hostility, resentment"
100,I think #Saudis are responsible for most of the #islamic #terror in the world. Both with their #Wahhabism and by financing terrorists …,"accusation, blame, anger, criticism, condemnation, fear, concern, controversy, political tension, religious extremism, terrorism, financing terrorism, Wahhabism, Saudi Arabia, Islamic terrorism"
101,🔝 #love #instagood #photooftheday @user #photoeveryday #cute #picture #beautiful #followme #happy #follow #fashion #pic #picoftheday,"love, happiness, beauty appreciation, positivity, self-expression, joy, fashion enthusiasm, social connection, daily inspiration, cute aesthetics"
102,Of course I've got a horrible cold and am breaking out 2 days before grad 👍🏼👍🏼👍🏼👍🏼👍🏼,"frustration, disappointment, irony, stress, anxiety, self-deprecation, resignation, humor, sarcasm, anticipation, nervousness, physical discomfort, unfortunate timing, mixed emotions"
103,@user @user You are a man after God's heart and I am proud that you are my president.  #BlessedAndGrateful #awesomeness,"admiration, pride, spiritual respect, gratitude, blessing, positive affirmation, support for leadership, emotional appreciation, devotion, thankfulness"
104,"@user @user if I catch you making tea with water boiled up to 100 degrees, there will be dire consequences","warning, threat, serious consequences, anger, disapproval, strictness, intensity, emotional intensity, authoritative tone, emotional warning"
105,@user Wise you mean? 😅,"playful teasing, lighthearted sarcasm, friendly banter, mild embarrassment, humorous correction, informal tone, casual interaction, slight self-deprecation, social media slang, expressing amusement"
106,@user big revenge guy,"revenge, anger, retaliation, hostility, conflict, emotional intensity, grudge, vengeance, aggression, determination"
107,Remain attached to God during your happiness and during your sadness.,"faith in God, spiritual attachment, emotional resilience, trust in divine support, steadfastness in belief, comfort in spirituality, joy and sorrow, maintaining faith through emotions, divine connection, emotional balance through faith"
108,"@user Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!","amusement, elation, surprise, irony, disbelief, humor, shock, dramatic change, conflict, collusion, emotional rollercoaster, unexpected twist, sarcasm, excitement"
109,Odd watching #Antifa extremists going full spectrum to become Fascists\n\n#Violence #Hate #angry #Clueless #YOUTH in mom's #basement come out,"anger, frustration, disgust, political extremism, violence, hate, youth disillusionment, conflict, criticism, social commentary"
110,#Work not to,"work motivation, professional dedication, career focus, work ethic, job commitment, employment purpose, work-related goals, professional development, career aspirations, work-life balance"
111,@user @user I'm fuming that you're fuming 🙄 #fuming,"anger, frustration, annoyance, irritation, mutual anger, exasperation, resentment, emotional venting, expressing displeasure, shared frustration"
112,@user @user @user I bet he needed to take an anime break and drink a Zima after all the furious typing.,"humorous, playful teasing, lighthearted sarcasm, friendly banter, casual commentary, mild mockery, relaxed tone, informal communication, social media interaction, expressing amusement"
113,@user Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated,"exhaustion, frustration, criticism, sarcasm, mental fatigue, overwhelm, irritation, judgment, emotional strain, stress"
114,Haven't been on a holiday abroad in two years how depressing is that btw☹️,"feeling of sadness, missing travel, holiday deprivation, long time without vacation, emotional disappointment, yearning for travel, feeling down, expressing unhappiness, nostalgia for holidays, travel frustration"
115,sardonyx expresses herself through supporting the team with your incredible yo-yo skills and depression okay,"self-expression, supporting the team, incredible yo-yo skills, depression, emotional struggle, teamwork, personal challenges, creative outlet, mental health awareness"
116,@user OMG poor you! It happened to me last summer. I saw my under skin 😰,"empathy, shared experience, sympathy, discomfort, anxiety, relatability, emotional support, shock, distress, vulnerability"
117,"The patients were increasingly protected during heart attacks, chains have encouraged smoke, anger and hundreds of new hospitals.","patient protection, heart attack care, healthcare improvement, smoking encouragement, anger expression, hospital expansion, medical advancements, emotional resilience, public health challenges, healthcare infrastructure"
118,@user you look shook! #afraid #shook #impeach #youaregoingdown,"fear, shock, alarm, threat, impeachment, warning, confrontation, intimidation, accusation, anticipation of downfall"
119,Just added a copy of CANDIDE to my local Little Free Library &amp; a guy grabbed it literally 5 seconds later #optimism #BestOfAllPossibleWorlds,"sharing literature, community engagement, optimism, generosity, spontaneous connection, joy of giving, literary enthusiasm, hopefulness, positive social interaction, immediacy of interest, cultural exchange, altruism, excitement, appreciation of classics, human kindness"
120,I feel so intimidated talking to chicken now that I know how pretty she is,"feeling intimidated, nervousness, admiration, attraction, self-consciousness, insecurity, awareness of beauty, emotional vulnerability, hesitation, anxiety in social interaction"
121,@user (c) grew with resentment for herself and the world around her.\n\nHer spine tingled as she heard the incessant clicking of a (c),"resentment, self-loathing, bitterness, emotional pain, inner turmoil, frustration, alienation, discontent, anxiety, unease, tension, emotional distress, self-hatred, world-weariness, nervousness"
122,@user are we in for Lemar even though wenger was very coy about him in his press conference,"curiosity about player transfer, uncertainty about Lemar's signing, interest in Wenger's comments, anticipation of football news, speculation on transfer rumors, inquiring about team updates, concern over coach's vague statements"
123,"My mother-in-law, in a fit of #rage, referred to someone as a 'yo-yo'.\n#yoyo #motherinlaw #amirite #fitofrage","anger, frustration, family conflict, emotional outburst, disapproval, criticism, intense emotion, interpersonal tension, expressing rage, negative feelings"
124,"@user Maybe don't nom so many raging dicks, Donny!  Jeez, it's like teaching a baby to fly a jet!","frustration, impatience, sarcasm, annoyance, exasperation, mocking tone, irritation, humor, informal language, playful insult"
125,You know your (numerous)meds have kicked in when you find stupid things highly amusing #BPDproblems #KeepTalkingMH  #mentalhealth,"medication effects, heightened amusement, mental health awareness, BPD challenges, coping with mental illness, humor in mental health, emotional shifts, psychiatric medication impact, self-awareness, mental health struggles"
126,@user believe it! you can start your temper tantrum now/,"sarcasm, mocking tone, provocation, dismissive attitude, challenging statement, emotional manipulation, taunting, confrontational, irritation, playful antagonism"
127,@user Really?? Because music analyzes your screenshots with my microscope too??? I didn't think so #offended,"sarcasm, skepticism, offense, accusation, mockery, disbelief, irony, defensiveness, humor, confrontation"
128,#LT a mom let her kid pay for the bus. The kid dropped the coins. I'm boiling in rage. My face may be straight bu my eyes say IMGONNAKILLYA,"frustration, anger, parenting criticism, public transportation, child responsibility, emotional outburst, disappointment, annoyance, impatience, internal rage"
129,Don't grieve over things so badly..,"comforting, reassuring, encouraging resilience, emotional support, soothing advice, promoting calmness, reducing anxiety, hopeful, uplifting, gentle reminder"
130,"@user ballroom dancing class tomorrow, any advice for a first timer?","nervous anticipation, seeking guidance, excitement for new experience, curiosity about ballroom dancing, openness to learning, first-time jitters, hopefulness, social engagement, enthusiasm for dance class"
131,"you begin to irritate me, primitive","irritation, annoyance, disdain, contempt, frustration, superiority, impatience, derision, hostility"
132,"@user It's been a little Twitter saga lately. The tea thing is horrific, plus they never have fresh milk to put in it.","frustration, disappointment, annoyance, mild humor, social media commentary, complaint about product quality, irritation with service, casual conversation tone"
133,Just #snorted #laughing @user #outtakes @user @user #hilarious Best duo ever! @user,"joy, amusement, laughter, humor, fun, entertainment, happiness, friendship, playfulness, excitement, positive energy, shared fun, lightheartedness"
134,They say ur a prdct of ur surroundings. A bit intimidated by the crazy amazing ppl I met @ @user @user @user @user,"feeling intimidated, awe towards others, admiration for amazing people, self-reflection on environment influence, humble acknowledgment, social comparison, emotional vulnerability, inspiration from peers"
135,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges,"anticipation, excitement, nervousness, transition, new beginnings, personal growth, challenge acceptance, positive outlook, motivation, reflection"
136,This nightmare is nearly over gang gang gang,"relief, end of hardship, overcoming struggle, hope, optimism, perseverance, resilience, anticipation of better times, emotional release, supportive camaraderie"
137,@user It's an evening for lying around doing feck all. Looks like an October evening down here #miserable,"lethargy, relaxation, idleness, boredom, miserable weather, dreary evening, October atmosphere, lack of motivation, feeling down, gloomy mood"
138,"@user Goddess, that poor girl 🙁","sympathy, concern, sadness, empathy, compassion, pity, emotional support, sorrow, care, emotional distress"
